key;verbatimScientificName;scientificName;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
2540225;Ramariopsis kunzei;Ramariopsis kunzei (Fr.) Corner;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Ramariopsis;Ramariopsis kunzei
2410;Ranunculaceae;Ranunculaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;;
2279676;Rhabditis;Rhabditis Dujardin, 1845;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Rhabditida;Rhabditidae;Rhabditis;
2283127;Rhabdolaimus;Rhabdolaimus de Man, 1880;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Araeolaimida;Rhabdolaimidae;Rhabdolaimus;
2555201;Rhizoctonia solani;Rhizoctonia solani J.G.Kühn;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Thanatephorus;Thanatephorus cucumeris
3385303;Rhizophlyctis harderi;Rhizophlyctis harderi Uebelm., 1956;EXACT;98;SYNONYM;SPECIES;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;Uebelmesseromycetaceae;Uebelmesseromyces;Uebelmesseromyces harderi
2627419;Rhizophlyctis rosea;Rhizophlyctis rosea (de Bary & Woronin) A.Fisch.;EXACT;98;ACCEPTED;SPECIES;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis;Rhizophlyctis rosea
2627132;Rhizophydium;Rhizophydium Schenk;EXACT;94;ACCEPTED;GENUS;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;
2627487;Rhizophydium patellarium;Rhizophydium patellarium Erh.Scholz, 1958;EXACT;97;SYNONYM;SPECIES;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;Rhizophydium collapsum
2627459;Rhizophydium planktonicum;Rhizophydium planktonicum Canter;EXACT;98;ACCEPTED;SPECIES;Fungi;Chytridiomycota;Chytridiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;Rhizophydium planktonicum
2883026;Rhododendron;Rhododendron L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Rhododendron;
7776664;Rhopalophrya elegans;Rhopalophrya elegans Horváth, 1956;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Rhopalophrya;Rhopalophrya elegans
2069580;Rhopalosiphum padi;Rhopalosiphum padi (Linnaeus, 1758);EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Hemiptera;Aphididae;Rhopalosiphum;Rhopalosiphum padi
2986192;Ribes nigrum;Ribes nigrum L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Grossulariaceae;Ribes;Ribes nigrum
2986097;Ribes rubrum;Ribes rubrum L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Saxifragales;Grossulariaceae;Ribes;Ribes rubrum
5380041;Ricinus communis;Ricinus communis L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Euphorbiaceae;Ricinus;Ricinus communis
4281960;Romanomermis;Romanomermis Coman, 1961;EXACT;92;DOUBTFUL;GENUS;Animalia;Nematoda;Adenophorea;Mermithida;Mermithidae;Romanomermis;
8395064;Rosa;Rosa L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;
8395064;Rosa;Rosa L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;
3005039;Rosa chinensis;Rosa chinensis Jacq.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;Rosa chinensis
3003244;Rosa multiflora;Rosa multiflora Thunb.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rosa;Rosa multiflora
5015;Rosaceae;Rosaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;;
8083931;Rostrophrya camerounensis;Rostrophrya camerounensis (Njine, 1979) Foissner, 1993;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Woodruffiidae;Rostrophrya;Rostrophrya camerounensis
8254606;Rostrophryides australis;Rostrophryides australis Blatterer & Foissner, 1988;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Woodruffiidae;Rostrophryides;Rostrophryides australis
91;Rotifera;Rotifera;EXACT;92;ACCEPTED;PHYLUM;Animalia;Rotifera;;;;;
4281844;Rotylenchulus;Rotylenchulus Linford & Oliveira, 1940;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Tylenchida;Rotylenchulidae;Rotylenchulus;
2993094;Rubus idaeus;Rubus idaeus L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rubus;Rubus idaeus
2990630;Rubus loganobaccus;Rubus loganobaccus L.H.Bailey;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae;Rubus;Rubus loganobaccus
2888942;Rumex;Rumex L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Rumex;
8195144;Rumex crispus;Rumex crispus L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Rumex;Rumex crispus
2599166;Saccharomyces cerevisiae;Saccharomyces cerevisiae Meyen ex E.C.Hansen;EXACT;97;ACCEPTED;SPECIES;Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Saccharomycetaceae;Saccharomyces;Saccharomyces cerevisiae
2595488;Saccobolus dilutellus;Saccobolus dilutellus (Fuckel) Sacc.;EXACT;97;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Saccobolus;Saccobolus dilutellus
7509606;Sagittaria hyalina;Sagittaria hyalina Foissner, Czapik & Wiackowski, 1981;EXACT;98;ACCEPTED;SPECIES;Animalia;Chordata;Aves;Accipitriformes;Sagittariidae;Sagittaria;Sagittaria hyalina
6664;Salicaceae;Salicaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Salicaceae;;
3236046;Salpingoecidae;Salpingoecidae;EXACT;96;ACCEPTED;FAMILY;Protozoa;Choanozoa;Choanoflagellatea;Choanoflagellida;Salpingoecidae;;
2927028;Salvia nemorosa;Salvia nemorosa L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;Salvia nemorosa
8249932;Salvia splendens;Salvia splendens Sellow ex Nees;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Salvia;Salvia splendens
9697778;Sarcomonadea;Sarcomonadea;EXACT;94;ACCEPTED;CLASS;Chromista;Cercozoa;Sarcomonadea;;;;
7399453;Sathrophilus muscorum;Sathrophilus muscorum (Kahl, 1931) Corliss, 1960;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Loxocephalidae;Kariphilus;Kariphilus muscorum
5840;Scarabaeidae;Scarabaeidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Scarabaeidae;;
9375673;Sclerostagonospora;Sclerostagonospora;EXACT;92;ACCEPTED;GENUS;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Sclerostagonospora;
3737217;Scrophularia leucoclada;Scrophularia leucoclada Bunge;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Scrophulariaceae;Scrophularia;Scrophularia leucoclada
3170886;Scrophularia nodosa;Scrophularia nodosa L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Scrophulariaceae;Scrophularia;Scrophularia nodosa
5608571;Scutellaria peregrina;Scutellaria peregrina L.;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Scutellaria;Scutellaria columnae
2552607;Scytinostroma;Scytinostroma Donk;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Agaricomycetes;Russulales;Lachnocladiaceae;Scytinostroma;
2705966;Secale cereale;Secale cereale L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Secale;Secale cereale
2874612;Sechium edule;Sechium edule (Jacq.) Sw.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Sechium;Sechium edule
2284356;Seinura;Seinura Fuchs, 1931;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Secernentea;Aphelenchida;Aphelenchidae;Seinura;
7819315;Semiplatyophrya foissneri;Semiplatyophrya foissneri Wilbert & Kahan, 1986;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Reticulowoodruffiidae;Semiplatyophrya;Semiplatyophrya foissneri
5245040;Serpula incrassata;Serpula incrassata (Berk. & M.A.Curtis) Donk;EXACT;98;SYNONYM;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Boletales;Coniophoraceae;Meruliporia;Meruliporia incrassata
3172622;Sesamum indicum;Sesamum indicum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Pedaliaceae;Sesamum;Sesamum indicum
5289698;Setaria italica;Setaria italica P.Beauv.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Setaria;Setaria italica
5289693;Setaria pumila;Setaria pumila (Poir.) Roem. & Schult.;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Setaria;Setaria helvola
9281454;Siluaniidae;Siluaniidae;EXACT;96;ACCEPTED;FAMILY;Chromista;Bigyra;Bikosea;Bicoecida;Siluaniidae;;
1181282;Sitona lineatus;Sitona lineatus (Linnaeus, 1758);EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Curculionidae;Sitona;Sitona lineatus
3640348;Sium erectum;Sium erectum Huds.;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Berula;Berula erecta
7717;Solanaceae;Solanaceae;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;;
2930137;Solanum lycopersicum;Solanum lycopersicum L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Solanum;Solanum lycopersicum
2930617;Solanum melongena;Solanum melongena L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Solanum;Solanum melongena
2930262;Solanum tuberosum;Solanum tuberosum L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Solanum;Solanum tuberosum
7963029;Solenophrya flavescens;Solenophrya flavescens Penard, 1914;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Acinetidae;Solenophrya;Solenophrya flavescens
8323229;Solenophrya massula;Solenophrya massula Penard, 1914;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Acinetidae;Solenophrya;Solenophrya massula
8046289;Solenophrya sacculus;Solenophrya sacculus Penard, 1914;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Acinetidae;Solenophrya;Solenophrya sacculus
8228544;Sonchus oleraceus;Sonchus oleraceus L.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Sonchus;Sonchus oleraceus
4108497;Sorghum arundinaceum;Sorghum arundinaceum (Desv.) Stapf;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Sorghum;Sorghum arundinaceum
2705181;Sorghum bicolor;Sorghum bicolor (L.) Moench;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Sorghum;Sorghum bicolor
4105531;Sorghum verticilliflorum;Sorghum verticilliflorum (Steud.) Stapf;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Sorghum;Sorghum arundinaceum
7826961;Sorogena stoianovitchae;Sorogena stoianovitchae Bradbury & Olive, 1980;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Sorogenida;Sorogenidae;Sorogena;Sorogena stoianovitchae
7386430;Spathidium alpinum;Spathidium alpinum Gellert, 1956;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium alpinum
7469569;Spathidium anguilla;Spathidium anguilla Vuxanovici, 1962;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium anguilla
7658845;Spathidium bavariense;Spathidium bavariense Kahl, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium bavariense
7558471;Spathidium claviforme;Spathidium claviforme Kahl, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium claviforme
8217651;Spathidium furcatum;Spathidium furcatum Shibuya, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium furcatum
7458115;Spathidium geobium;Spathidium geobium Lepsi, 1951;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium geobium
7897919;Spathidium holsatiae;Spathidium holsatiae Kahl, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium holsatiae
7989776;Spathidium lagyniforme;Spathidium lagyniforme Kahl, 1930;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Semispathidium;Semispathidium lagyniforme
8159328;Spathidium longicaudatum;Spathidium longicaudatum (Buitkamp & Wilbert, 1974) Buitkamp, 1977;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium longicaudatum
7823635;Spathidium multinucleatum;Spathidium multinucleatum Gellert, 1955;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium multinucleatum
7776706;Spathidium muscicola;Spathidium muscicola Kahl, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium muscicola
7692438;Spathidium procerum;Spathidium procerum Kahl, 1930;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium procerum
7540493;Spathidium rusticanum;Spathidium rusticanum Foissner, 1981;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium rusticanum
6147376;Spathidium scalpriforme;Spathidium scalpriforme;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium scalpriforme
7603373;Spathidium seppelti;Spathidium seppelti Petz & Foissner;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium seppelti
7574684;Spathidium spathula;Spathidium spathula (Müller, 1773) Dujardin, 1841;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium spathula
7926595;Spathidium spathuloides;Spathidium spathuloides Gellert, 1955;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Spathidium;Spathidium spathuloides
7604945;Spetazoon australiense;Spetazoon australiense Foissner, 1994;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae;Spetazoon;Spetazoon australiense
5249473;Sphaerobolus stellatus;Sphaerobolus stellatus Tode;EXACT;97;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Sphaerobolus;Sphaerobolus stellatus
7919500;Sphaerophrya terricola;Sphaerophrya terricola Foissner, 1986;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Podophryidae;Sphaerophrya;Sphaerophrya terricola
7982209;Spirotrichea;Spirotrichea;EXACT;94;ACCEPTED;CLASS;Chromista;Ciliophora;Spirotrichea;;;;
2627401;Spizellomyces;Spizellomyces D.J.S.Barr;EXACT;94;ACCEPTED;GENUS;Fungi;Chytridiomycota;Chytridiomycetes;Spizellomycetales;Spizellomycetaceae;Spizellomyces;
2518166;Sporobolomyces;Sporobolomyces Kluyver & C.B.Niel;EXACT;94;ACCEPTED;GENUS;Fungi;Basidiomycota;Microbotryomycetes;Sporidiobolales;Sporidiobolaceae;Sporobolomyces;
2927229;Stachys arvensis;Stachys arvensis L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Stachys;Stachys arvensis
2927245;Stachys palustris;Stachys palustris L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae;Stachys;Stachys palustris
2925463;Stachytarpheta jamaicensis;Stachytarpheta jamaicensis (L.) Vahl;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Verbenaceae;Stachytarpheta;Stachytarpheta jamaicensis
8158554;Stammeridium kahli;Stammeridium kahli (Wenzel, 1953) Foissner, 1985;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae;Stammeridium;Stammeridium kahli
7854;Staphylinidae;Staphylinidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;;
7426047;Steinia platystoma;Steinia platystoma (Ehrenberg, 1831) Diesing, 1866;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Steinia;Steinia platystoma
4920982;Stemonitidae;Stemonitidae;EXACT;95;SYNONYM;FAMILY;Protozoa;Mycetozoa;Myxomycetes;Stemonitales;Stemonitidaceae;;
8157265;Stephanoecidae;Stephanoecidae;EXACT;96;ACCEPTED;FAMILY;Protozoa;Choanozoa;Choanoflagellatea;Choanoflagellida;Stephanoecidae;;
5258938;Stephensia shanorii;Stephensia shanorii (Gilkey) Gilkey;EXACT;98;ACCEPTED;SPECIES;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Stephensia;Stephensia shanorii
2553044;Stereum ostrea;Stereum ostrea (Blume & T.Nees) Fr.;EXACT;98;ACCEPTED;SPECIES;Fungi;Basidiomycota;Agaricomycetes;Russulales;Stereaceae;Stereum;Stereum ostrea
7695846;Sterkiella cavicola;Sterkiella cavicola (Kahl, 1935) Foissner, Blatterer, Berger & Kohmann, 1991;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Sterkiella;Sterkiella cavicola
7815322;Sterkiella histriomuscorum;Sterkiella histriomuscorum (Foissner, Blatterer, Berger & Kohmann, 1991) Foissner, Blatterer, Berger & Kohmann, 1991;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Sterkiella;Sterkiella histriomuscorum
7650617;Sterkiella similis;Sterkiella similis (Buitkamp, 1977) Foissner, 1998;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Sterkiella;Sterkiella similis
8412563;Sterkiella thompsoni;Sterkiella thompsoni Foissner, 1996;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Sterkiella;Sterkiella thompsoni
8354794;Stichotricha aculeata;Stichotricha aculeata Wrzesniowski, 1866;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Spirofilidae;Stichotricha;Stichotricha aculeata
2561637;Stilbocrea macrostoma;Stilbocrea macrostoma (Berk. & M.A.Curtis) Höhn.;EXACT;98;SYNONYM;SPECIES;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypocreopsis;Hypocreopsis macrostoma
8199648;Stylonychia bifaria;Stylonychia bifaria (Stokes, 1887) Berger, 1999;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Stylonychia;Stylonychia bifaria
8008384;Stylonychia mytilus;Stylonychia mytilus (Müller, 1773) Ehrenberg, 1830;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Stylonychia;Stylonychia mytilus
7894445;Stylonychia pustulata;Stylonychia pustulata (Müller, 1786) Ehrenberg, 1835;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Stylonychia;Stylonychia pustulata
8316594;Stylonychia stylomuscorum;Stylonychia stylomuscorum (Foissner, Blatterer, Berger & Kohmann, 1991) Foissner, Blatterer, Berger & Kohmann, 1991;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Stylonychia;Stylonychia stylomuscorum
2559079;Syncephalis depressa;Syncephalis depressa Tiegh. & G.Le Monn.;EXACT;98;ACCEPTED;SPECIES;Fungi;Zygomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis depressa
2559082;Syncephalis fuscata;Syncephalis fuscata Indoh;EXACT;98;ACCEPTED;SPECIES;Fungi;Zygomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis fuscata
3216715;Synechococcus;Synechococcus Nägeli, 1849;EXACT;94;ACCEPTED;GENUS;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Synechococcus;
4438583;Tachyporus hypnorum;Tachyporus hypnorum Fabricius, 1775;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Insecta;Coleoptera;Staphylinidae;Tachyporus;Tachyporus hypnorum
8191111;Tachysoma humicola;Tachysoma humicola Gellert;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Tachysoma;Tachysoma humicola
3088488;Tagetes erecta;Tagetes erecta L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Tagetes;Tagetes erecta
2598197;Talaromyces;Talaromyces C.R.Benj.;EXACT;94;ACCEPTED;GENUS;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Trichocomaceae;Talaromyces;
8322495;Taraxacum;Taraxacum F.H.Wigg.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Taraxacum;
5394163;Taraxacum officinale;Taraxacum officinale F.H.Wigg.;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Taraxacum;Taraxacum officinale
7965484;Telostomatella ferroi;Telostomatella ferroi (Grandori, 1935) Foissner, 1985;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryophryida;Bryophryidae;Telostomatella;Telostomatella ferroi
8125679;Telotrochidium cylindricum;Telotrochidium cylindricum Foissner, 1978;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Opisthonectidae;Telotrochidium;Telotrochidium cylindricum
2283040;Teratocephalus;Teratocephalus de Man, 1876;EXACT;94;ACCEPTED;GENUS;Animalia;Nematoda;Adenophorea;Araeolaimida;Teratocephalidae;Teratocephalus;
3189394;Terminalia catappa;Terminalia catappa L.;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Myrtales;Combretaceae;Terminalia;Terminalia catappa
7803675;Terricirra livida;Terricirra livida (Berger & Foissner, 1987) Berger & Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Terricirra;Terricirra livida
7694891;Terricirra matsusakai;Terricirra matsusakai Berger & Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Terricirra;Terricirra matsusakai
7388836;Terricirra viridis;Terricirra viridis (Foissner, 1982) Berger & Foissner, 1989;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae;Terricirra;Terricirra viridis
8139004;Tetrahymena edaphoni;Tetrahymena edaphoni Foissner, 1987;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;Tetrahymena edaphoni
7866224;Tetrahymena rostrata;Tetrahymena rostrata (Kahl, 1926) Corliss, 1952;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;Tetrahymena rostrata
2130185;Tetranychus urticae;Tetranychus urticae Koch, 1836;EXACT;98;ACCEPTED;SPECIES;Animalia;Arthropoda;Arachnida;Prostigmata;Tetranychidae;Tetranychus;Tetranychus urticae
4378164;Thaumatomastigidae;Thaumatomastigidae;EXACT;95;SYNONYM;FAMILY;Chromista;Cercozoa;Imbricatea;Thaumatomonadida;Thaumatomonadidae;;
9583;Theridiidae;Theridiidae;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Arachnida;Araneae;Theridiidae;;
2684168;Thuja;Thuja L.;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Pinopsida;Pinales;Cupressaceae;Thuja;
7707822;Thuricola innixa;Thuricola innixa Stokes, 1885;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vaginicolidae;Thuricola;Thuricola innixa
7790494;Thuricola kellicottiana;Thuricola kellicottiana (Stokes, 1887) Kahl, 1935;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vaginicolidae;Thuricola;Thuricola kellicottiana
