verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
Bryometopus triquetrus;Bryometopus triquetrus Foissner, 1993;7589411;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae;Bryometopus;Bryometopus triquetrus
Bryonia alba;Bryonia alba L.;2874497;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Bryonia;Bryonia alba
Bryophrya rubescens;Bryophrya rubescens Penard, 1922;7922216;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryophryida;Bryophryidae;Bryophrya;Bryophrya rubescens
Bryophyllum loxophylliforme;Bryophyllum loxophylliforme Kahl, 1931;8258099;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Bryophyllum;Bryophyllum loxophylliforme
Bryophyllum tegularum;Bryophyllum tegularum Kahl, 1931;7983038;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae;Bryophyllum;Bryophyllum tegularum
Bryophyta;Bryophyta;35;EXACT;96;ACCEPTED;PHYLUM;Plantae;Bryophyta;;;;;
Buddleja;Buddleja;9418333;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Scrophulariaceae;Buddleja;
Bursaria truncatella;Bursaria truncatella Müller, 1773;8312067;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bursariomorphida;Bursariidae;Bursaria;Bursaria truncatella
Buxus;Buxus L.;2984666;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Buxales;Buxaceae;Buxus;
Buxus balearica;Buxus balearica Lam.;3988113;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Buxales;Buxaceae;Buxus;Buxus balearica
Cajanus cajan;Cajanus cajan (L.) Millsp.;2960383;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Cajanus;Cajanus cajan
Calliphoridae;Calliphoridae;3335;EXACT;96;ACCEPTED;FAMILY;Animalia;Arthropoda;Insecta;Diptera;Calliphoridae;;
Callistephus chinensis;Callistephus chinensis Nees;3092946;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Callistephus;Callistephus chinensis
Camellia sinensis;Camellia sinensis Kuntze;3189635;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Theaceae;Camellia;Camellia sinensis
Cannabis sativa;Cannabis sativa L.;5361880;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Rosales;Cannabaceae;Cannabis;Cannabis sativa
Capsicum;Capsicum L.;2932937;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Capsicum;
Capsicum annuum;Capsicum annuum L.;2932944;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Solanaceae;Capsicum;Capsicum annuum
Carex;Carex L.;2721893;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Cyperaceae;Carex;
Carica papaya;Carica papaya L.;2874484;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Caricaceae;Carica;Carica papaya
Carum carvi;Carum carvi L.;3034714;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Carum;Carum carvi
Carya illinoensis;Carya illinoensis (Wangenh.) K.Koch;4205617;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fagales;Juglandaceae;Carya;Carya illinoiensis
Castilleja arachnoidea;Castilleja arachnoidea Greenm.;3170590;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Orobanchaceae;Castilleja;Castilleja arachnoidea
Catharanthus roseus;Catharanthus roseus G.Don;3169830;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Catharanthus;Catharanthus roseus
Centaurea scabiosa;Centaurea scabiosa L.;8087525;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea;Centaurea scabiosa
Centaurea solstitialis;Centaurea solstitialis L.;3128888;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Centaurea;Centaurea solstitialis
Cerastium alpinum;Cerastium alpinum L.;3085450;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;Cerastium alpinum
Cerastium arvense;Cerastium arvense L.;3085433;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;Cerastium arvense
Cerastium cerastoides;Cerastium cerastoides (L.) Britton;6364299;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;Cerastium cerastoides
Chaerophyllum hirsutum;Chaerophyllum hirsutum L.;6027328;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Chaerophyllum;Chaerophyllum hirsutum
Chenopodiaceae;Chenopodiaceae;6719;EXACT;95;SYNONYM;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;;
Chenopodium album;Chenopodium album L.;3083838;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Amaranthaceae;Chenopodium;Chenopodium album
Chilodonella uncinata;Chilodonella uncinata (Ehrenberg, 1838) Strand, 1928;8034996;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae;Chilodonella;Chilodonella uncinata
Chilophrya terricola;Chilophrya terricola Foissner, 1984;7705676;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae;Chilophrya;Chilophrya terricola
Chlamydonella alpestris;Chlamydonella alpestris Foissner, 1979;7695293;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Lynchellidae;Chlamydonella;Chlamydonella alpestris
Chlorarachnea;Chlorarachnea;8594539;EXACT;94;SYNONYM;CLASS;Chromista;Cercozoa;Chlorarachniophyceae;;;;
Chromista;Chromista;4;EXACT;94;ACCEPTED;KINGDOM;Chromista;;;;;;
Chromolaena odorata;Chromolaena odorata (L.) R.M.King & H.Rob.;3087725;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Chromolaena;Chromolaena odorata
Chrysanthemum;Chrysanthemum;3150746;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Chrysanthemum;
Chrysanthemum cinerariifolium;Chrysanthemum cinerariifolium (Trevis.) Vis.;3118288;EXACT;98;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Tanacetum;Tanacetum cinerariifolium
Chrysanthemum indicum;Chrysanthemum indicum L.;3150814;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Chrysanthemum;Chrysanthemum indicum
Chrysanthemum maximum;Chrysanthemum maximum Ramond;3134162;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Leucanthemum;Leucanthemum maximum
Cichorium intybus;Cichorium intybus L.;5392252;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cichorium;Cichorium intybus
Cinetochilum margaritaceum;Cinetochilum margaritaceum (Ehrenberg, 1831) Perty, 1849;7481101;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Cinetochilidae;Cinetochilum;Cinetochilum margaritaceum
Cinetochilum marinum;Cinetochilum marinum Kahl, 1931;7409302;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Cinetochilidae;Cinetochilum;Cinetochilum marinum
Circinella arenicola;Circinella arenicola Foissner, 1994;8242745;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Orthoamphisiellidae;Circinella;Circinella arenicola
Cirrophrya haptica;Cirrophrya haptica Gellert, 1950;8181671;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Cirrophrya;Cirrophrya haptica
Cirrophrya terricola;Cirrophrya terricola Foissner, 1987;7950847;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae;Platyophrya;Platyophrya terricola
Cirsium oleraceum;Cirsium oleraceum Scop.;3113650;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cirsium;Cirsium oleraceum
Citrullus lanatus;Citrullus lanatus (Thunb.) Matsumura & Nakai;2874621;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Citrullus;Citrullus lanatus
Citrus;Citrus L.;3190155;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;
Citrus limon;Citrus limon (L.) Burm.f.;3190171;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus limon
Citrus sinensis;Citrus sinensis (Mill.) Pers., 1806;3190158;EXACT;97;SYNONYM;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae;Citrus;Citrus aurantium
Cladotricha australis;Cladotricha australis Blatterer & Foissner, 1988;7579478;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Orthoamphisiellidae;Cladotricha;Cladotricha australis
Clematis;Clematis L.;3033512;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Clematis;
Cochlearia officinalis;Cochlearia officinalis L.;5373276;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Cochlearia;Cochlearia officinalis
Colpoda aspera;Colpoda aspera Kahl, 1926;7584361;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda aspera
Colpoda atra;Colpoda atra Alekperov, 1993;7635899;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda atra
Colpoda cavicola;Colpoda cavicola Kahl;7971318;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda cavicola
Colpoda colpidiopsis;Colpoda colpidiopsis Kahl, 1931;7754454;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda colpidiopsis
Colpoda cucullus;Colpoda cucullus Müller, 1773;7364894;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda cucullus
Colpoda ecaudata;Colpoda ecaudata (Liebmann, 1936) Foissner, Blatterer, Berger & Kohmann, 1991;7730407;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda ecaudata
Colpoda edaphoni;Colpoda edaphoni Foissner, 1980;7896164;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda edaphoni
Colpoda elliotti;Colpoda elliotti Bradbury & Outka, 1967;8201322;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Relicolpoda;Relicolpoda elliotti
Colpoda flavicans;Colpoda flavicans Stokes, 1885;7750284;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda flavicans
Colpoda henneguyi;Colpoda henneguyi Fabre-Domergue, 1889;8216798;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda henneguyi
Colpoda lucida;Colpoda lucida Greeff, 1888;7440329;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda lucida
Colpoda magna;Colpoda magna (Gruber, 1879) Lynn, 1978;7415565;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda magna
Colpoda maupasi;Colpoda maupasi Enriques, 1908;7487223;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda maupasi
Colpoda minima;Colpoda minima (Alekperov, 1985) Foissner, 1993;8341792;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda minima
Colpoda orientalis;Colpoda orientalis Foissner, 1993;8169579;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda orientalis
Colpoda praestans;Colpoda praestans Kahl, 1931;7817745;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda praestans
Colpoda reniformis;Colpoda reniformis Kahl, 1931;7552767;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda reniformis
Colpoda steinii;Colpoda steinii Maupas, 1883;7874482;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda steinii
Colpoda tripartita;Colpoda tripartita Kahl, 1931;8271221;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda tripartita
Colpoda variabilis;Colpoda variabilis Foissner, 1980;7841800;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Colpoda;Colpoda variabilis
Colpodidium caudatum;Colpodidium caudatum Wilbert, 1982;7554166;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Nassophorea;Nassulida;Colpodidiidae;Colpodidium;Colpodidium caudatum
Condylostoma terricola;Condylostoma terricola Foissner, 1995;8225326;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Condylostomatidae;Condylostomides;Condylostomides terricola
Conium maculatum;Conium maculatum L.;3034807;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Conium;Conium maculatum
Convolvulus arvensis;Convolvulus arvensis L.;2928390;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;Convolvulus arvensis
Convolvulus fruticosus;Convolvulus fruticosus Pall.;3679194;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;Convolvulus fruticosus
Convolvulus hamadae;Convolvulus hamadae (Vved.) Petrov;3678635;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Solanales;Convolvulaceae;Convolvulus;Convolvulus hamadae
Coptis trifolia;Coptis trifolia Salisb.;3033632;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Coptis;Coptis trifolia
Corallocolpoda grelli;Corallocolpoda grelli (Foissner, 1993) Foissner, 1993;7463820;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Corallocolpoda;Corallocolpoda grelli
Corallocolpoda pacifica;Corallocolpoda pacifica Alekperov, 1991;8042226;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Corallocolpoda;Corallocolpoda pacifica
Coriplites terricola;Coriplites terricola Foissner, 1988;8380259;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Acropisthiidae;Coriplites;Coriplites terricola
Corticocolpoda kaneshiroae;Corticocolpoda kaneshiroae Foissner, 1993;7653070;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Corticocolpoda;Corticocolpoda kaneshiroae
Corylus;Corylus L.;2875967;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Fagales;Betulaceae;Corylus;
Cosmocolpoda naschbergeri;Cosmocolpoda naschbergeri Foissner, 1993;7800309;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae;Cosmocolpoda;Cosmocolpoda naschbergeri
Cosmos sulphureus;Cosmos sulphureus Cav.;3098951;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Cosmos;Cosmos sulphureus
Crepis paludosa;Crepis paludosa Moench;5403296;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Crepis;Crepis paludosa
Crotalaria juncea;Crotalaria juncea L.;2942877;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Crotalaria;Crotalaria juncea
Cucumis;Cucumis L.;2874568;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;
Cucumis melo;Cucumis melo L.;2874570;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis melo
Cucumis sativus;Cucumis sativus L.;2874569;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucumis;Cucumis sativus
Cucurbita moschata;Cucurbita moschata Duchesne ex Poir.;7393329;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita moschata
Cucurbita pepo;Cucurbita pepo L.;2874508;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;Cucurbita;Cucurbita pepo
Cyclidium glaucoma;Cyclidium glaucoma Müller, 1773;8091632;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae;Cyclidium;Cyclidium glaucoma
Cyclidium muscicola;Cyclidium muscicola Kahl, 1931;8358387;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae;Protocyclidium;Protocyclidium muscicola
Cyclidium terricola;Cyclidium terricola Kahl, 1931;8050749;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae;Protocyclidium;Protocyclidium terricola
Cynodon dactylon;Cynodon dactylon (L.) Pers.;6109637;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Cynodon;Cynodon dactylon
Cyrtohymena australis;Cyrtohymena australis Foissner, 1995;7417909;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena australis
Cyrtohymena candens;Cyrtohymena candens Kahl;7893724;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena candens
Cyrtohymena primicirrata;Cyrtohymena primicirrata (Berger & Foissner, 1987) Foissner, 1989;7640810;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena primicirrata
Cyrtohymena quadrinucleata;Cyrtohymena quadrinucleata (Dragesco & Njiné, 1971) Foissner, 1989;7609928;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena quadrinucleata
Cyrtohymena tetracirrata;Cyrtohymena tetracirrata (Gellert, 1942) Foissner, 1989;7968774;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae;Cyrtohymena;Cyrtohymena tetracirrata
Cyrtolophosis acuta;Cyrtolophosis acuta Kahl, 1926;7530738;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis acuta
Cyrtolophosis colpidiformis;Cyrtolophosis colpidiformis Foissner, 1993;8047474;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis colpidiformis
Cyrtolophosis elongata;Cyrtolophosis elongata (Schewiakoff, 1892) Kahl, 1931;7961832;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis elongata
Cyrtolophosis minor;Cyrtolophosis minor Vuxanovici, 1963;7458832;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis minor
Cyrtolophosis mucicola;Cyrtolophosis mucicola Stokes, 1885;8094171;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae;Cyrtolophosis;Cyrtolophosis mucicola
Dahlia pinnata;Dahlia pinnata Cav.;5387142;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Dahlia;Dahlia pinnata
Dapedophrya flexilis;Dapedophrya flexilis (Penard, 1922) Foissner, 1995;7376743;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Colpodea;Bryometopida;Jaroschiidae;Dapedophrya;Dapedophrya flexilis
Daucus carota;Daucus carota L.;3034742;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Daucus;Daucus carota
Delphinium;Delphinium L.;3033687;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ranunculales;Ranunculaceae;Delphinium;
Deviata bacilliformis;Deviata bacilliformis (Gelei, 1954) Eigner, 1995;8107698;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae;Deviata;Deviata bacilliformis
Dianthus;Dianthus L.;3085411;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;
Dianthus armeria;Dianthus armeria L.;3085413;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;Dianthus armeria
Dianthus caryophyllus;Dianthus caryophyllus L.;3085420;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Dianthus;Dianthus caryophyllus
Didinium nasutum;Didinium nasutum (Müller, 1773) Stein, 1859;7731136;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Gymnostomatea;Haptorida;Didiniidae;Didinium;Didinium nasutum
Digitalis grandiflora;Digitalis grandiflora Mill.;5414992;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Plantaginaceae;Digitalis;Digitalis grandiflora
Dileptus alpinus;Dileptus alpinus Kahl, 1931;7905422;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus alpinus
Dileptus americanus;Dileptus americanus Kahl, 1931;7646652;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus binucleatus
Dileptus anguillula;Dileptus anguillula Kahl, 1931;8330662;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon anguillula
Dileptus binucleatus;Dileptus binucleatus (O.F.Müller, 1786) Dujardin, 1840;7772826;EXACT;97;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Tracheliida;Tracheliidae;Dileptus;Dileptus binucleatus
Dileptus conspicuus;Dileptus conspicuus Gellert, 1955;7907352;EXACT;97;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus conspicuus
Dileptus costaricanus;Dileptus costaricanus Foissner, 1995;7454701;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Dileptus;Dileptus costaricanus
Dileptus edaphoni;Dileptus edaphoni Song, 1994;7512224;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon edaphoni
Dileptus falciformis;Dileptus falciformis Kahl, 1931;7604006;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon falciforme
Dileptus gracilis;Dileptus gracilis Kahl, 1931;7880928;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon gracile
Dileptus kahli;Dileptus kahli Srámek-Husek, 1957;7531521;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Pseudomonilicaryon;Pseudomonilicaryon kahli
Dileptus margaritifer;Dileptus margaritifer (Ehrenberg, 1834) Dujardin, 1841;7689024;EXACT;98;ACCEPTED;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae;Dileptus;Dileptus margaritifer
Dileptus mucronatus;Dileptus mucronatus Penard, 1922;8296186;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus mucronatus
Dileptus orientalis;Dileptus orientalis Song, Packroff & Wilbert, 1988;7529454;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Rimaleptus;Rimaleptus orientalis
Dileptus polyvacuolatus;Dileptus polyvacuolatus Foissner, 1989;8325902;EXACT;98;SYNONYM;SPECIES;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae;Monomacrocaryon;Monomacrocaryon polyvacuolatum
