occurrenceId;verbatimScientificName;scientificName;key;matchType;confidence;status;rank;kingdom;phylum;class;order;family;genus;species
;Endogone;Endogone Link;2559270;EXACT;94;ACCEPTED;GENUS;Fungi;Zygomycota;;Endogonales;Endogonaceae;Endogone;
;Endogonaceae;Endogonaceae;4088;EXACT;96;ACCEPTED;FAMILY;Fungi;Zygomycota;;Endogonales;Endogonaceae;;
;Endogonales;Endogonales;751;EXACT;96;ACCEPTED;ORDER;Fungi;Zygomycota;;Endogonales;;;
;Zygomycota;Zygomycota;96;EXACT;96;ACCEPTED;PHYLUM;Fungi;Zygomycota;;;;;
;Fungi;Fungi;5;EXACT;94;ACCEPTED;KINGDOM;Fungi;;;;;;
;Actinocrinis puniceicyclus;Actinocrinis puniceicyclus Kim & al., 2017;9616610;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Actinocrinis;Actinocrinis puniceicyclus
;Actinocrinis;Actinocrinis Kim & al., 2017;9400269;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Actinocrinis;
;Aetherobacter;Aetherobacter Garcia & al., 2016;8933195;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Aetherobacter;
;Aggregicoccus edonensis;Aggregicoccus edonensis Sood & al., 2015;7960801;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Aggregicoccus;Aggregicoccus edonensis
;Aggregicoccus;Aggregicoccus Sood & al., 2015;7806368;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Aggregicoccus;
;Aquihabitans daechungensis;Aquihabitans daechungensis Jin & al., 2013;8123002;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Aquihabitans;Aquihabitans daechungensis
;Aquihabitans;Aquihabitans Jin & al., 2013;7887292;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Aquihabitans;
;Cephaloticoccus;Cephaloticoccus Lin & al., 2016;9320751;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Cephaloticoccus;
;Jatrophihabitans;Jatrophihabitans Madhaiyan & al., 2013;7678358;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Jatrophihabitans;
;Methanomassiliicoccus;Methanomassiliicoccus Dridi & al., 2012;8059437;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Methanomassiliicoccus;
;Nitrososphaera;Nitrososphaera Stieglmeier & al., 2014;8079935;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Nitrososphaera;
;Candidatus Nitrososphaera gargensis;Nitrososphaera Stieglmeier & al., 2014;8079935;HIGHERRANK;94;ACCEPTED;GENUS;incertae sedis;;;;;Nitrososphaera;
;Occallatibacter riparius;Occallatibacter riparius Foesel & al., 2016;9226775;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Occallatibacter;Occallatibacter riparius
;Occallatibacter;Occallatibacter Foesel & al., 2016;8739953;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Occallatibacter;
;Oligoflexus tunisiensis;Oligoflexus tunisiensis Nakai & al., 2014;7765355;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Oligoflexus;Oligoflexus tunisiensis
;Oligoflexus;Oligoflexus Nakai & al., 2014;8248558;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Oligoflexus;
;Oricola cellulosilytica;Oricola cellulosilytica Hameed & al., 2015;8795153;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Oricola;Oricola cellulosilytica
;Oricola;Oricola Hameed & al., 2015;8862263;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Oricola;
;Panacibacter ginsenosidivorans;Panacibacter ginsenosidivorans Siddiqi & al., 2016;9521120;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Panacibacter;Panacibacter ginsenosidivorans
;Panacibacter;Panacibacter Siddiqi & al., 2016;9246476;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Panacibacter;
;Parafilimonas terrae;Parafilimonas terrae Kim & al., 2014;7408923;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Parafilimonas;Parafilimonas terrae
;Parafilimonas;Parafilimonas Kim & al., 2014;8100206;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Parafilimonas;
;Roseiarcus fermentans;Roseiarcus fermentans Kulichevskaya & al., 2014;8258121;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Roseiarcus;Roseiarcus fermentans
;Roseiarcus;Roseiarcus Kulichevskaya & al., 2014;7434702;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Roseiarcus;
;Sphingorhabdus;Sphingorhabdus Jogler & al., 2013;7894139;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Sphingorhabdus;
;Tepidisphaera mucosa;Tepidisphaera mucosa Kovaleva & al., 2015;8319670;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Tepidisphaera;Tepidisphaera mucosa
;Tepidisphaera;Tepidisphaera Kovaleva & al., 2015;7697753;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Tepidisphaera;
;Terracidiphilus gabretensis;Terracidiphilus gabretensis García-Fraile & al., 2016;9417901;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Terracidiphilus;Terracidiphilus gabretensis
;Terracidiphilus;Terracidiphilus García-Fraile & al., 2016;9277677;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Terracidiphilus;
;Variibacter gotjawalensis;Variibacter gotjawalensis Kim & al., 2014;7731188;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Variibacter;Variibacter gotjawalensis
;Variibacter;Variibacter Kim & al., 2014;7766967;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Variibacter;
;Vulgatibacter incomptus;Vulgatibacter incomptus Yamamoto & al., 2014;7693336;EXACT;98;ACCEPTED;SPECIES;incertae sedis;;;;;Vulgatibacter;Vulgatibacter incomptus
;Vulgatibacter;Vulgatibacter Yamamoto & al., 2014;8284252;EXACT;94;ACCEPTED;GENUS;incertae sedis;;;;;Vulgatibacter;
;Bryaceae;Bryaceae;8736;EXACT;96;ACCEPTED;FAMILY;Plantae;Bryophyta;Bryopsida;Bryales;Bryaceae;;
;Mniaceae;Mniaceae;8742;EXACT;96;ACCEPTED;FAMILY;Plantae;Bryophyta;Bryopsida;Bryales;Mniaceae;;
;Bryales;Bryales;1333;EXACT;96;ACCEPTED;ORDER;Plantae;Bryophyta;Bryopsida;Bryales;;;
;Funariaceae;Funariaceae;4645;EXACT;96;ACCEPTED;FAMILY;Plantae;Bryophyta;Bryopsida;Funariales;Funariaceae;;
;Funariales;Funariales;1338;EXACT;96;ACCEPTED;ORDER;Plantae;Bryophyta;Bryopsida;Funariales;;;
;Oxyrrhynchium hians;Oxyrrhynchium hians (Hedw.) Loeske;4279461;EXACT;98;ACCEPTED;SPECIES;Plantae;Bryophyta;Bryopsida;Hypnales;Brachytheciaceae;Oxyrrhynchium;Oxyrrhynchium hians
;Oxyrrhynchium;Oxyrrhynchium (Schimp.) Warnst.;2680202;EXACT;94;ACCEPTED;GENUS;Plantae;Bryophyta;Bryopsida;Hypnales;Brachytheciaceae;Oxyrrhynchium;
;Brachytheciaceae;Brachytheciaceae;4651;EXACT;96;ACCEPTED;FAMILY;Plantae;Bryophyta;Bryopsida;Hypnales;Brachytheciaceae;;
;Hypnales;Hypnales;617;EXACT;96;ACCEPTED;ORDER;Plantae;Bryophyta;Bryopsida;Hypnales;;;
;Barbula unguiculata;Barbula unguiculata Hedwig, 1801;5280516;EXACT;98;ACCEPTED;SPECIES;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Barbula;Barbula unguiculata
;Barbula;Barbula Hedw.;2670791;EXACT;94;ACCEPTED;GENUS;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;Barbula;
;Pottiaceae;Pottiaceae;4671;EXACT;96;ACCEPTED;FAMILY;Plantae;Bryophyta;Bryopsida;Pottiales;Pottiaceae;;
;Pottiales;Pottiales;621;EXACT;96;ACCEPTED;ORDER;Plantae;Bryophyta;Bryopsida;Pottiales;;;
;Bryopsida;Bryopsida;327;EXACT;96;ACCEPTED;CLASS;Plantae;Bryophyta;Bryopsida;;;;
;Klebsormidium;Klebsormidium P.C.Silva, K.Mattox & W.Blackwell, 1972;2638318;EXACT;94;ACCEPTED;GENUS;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;Klebsormidium;
;Klebsormidiaceae;Klebsormidiaceae;4851;EXACT;96;ACCEPTED;FAMILY;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;Klebsormidiaceae;;
;Klebsormidiales;Klebsormidiales;634;EXACT;96;ACCEPTED;ORDER;Plantae;Charophyta;Klebsormidiophyceae;Klebsormidiales;;;
;Klebsormidiophyceae;Klebsormidiophyceae;330;EXACT;80;ACCEPTED;CLASS;Plantae;Charophyta;Klebsormidiophyceae;;;;
;Jaagiella;Jaagiella Vischer, 1960;2639987;EXACT;92;DOUBTFUL;GENUS;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Jaagiella;
;Jaagiella alpicola;Jaagiella Vischer, 1960;2639987;HIGHERRANK;92;DOUBTFUL;GENUS;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;Jaagiella;
;Chaetophoraceae;Chaetophoraceae;4679;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;Chaetophoraceae;;
;Chaetophorales;Chaetophorales;1347;EXACT;96;ACCEPTED;ORDER;Plantae;Chlorophyta;Chlorophyceae;Chaetophorales;;;
;Actinochloridaceae;Actinochloridaceae;6342;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Actinochloridaceae;;
;Chlorococcum;Chlorococcum Meneghini, 1842;5271881;EXACT;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcaceae;Chlorococcum;
;Chlorococcaceae;Chlorococcaceae;4682;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlorococcaceae;;
;Coccomyxaceae;Coccomyxaceae;8785;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Coccomyxaceae;;
;Chlorella emersonii;Chlorella emersonii Shihira & R.W.Krauss, 1965;5270951;EXACT;98;SYNONYM;SPECIES;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;Scotiellocystoidaceae;Graesiella;Graesiella emersonii
;Chlamydomonadales;Chlamydomonadales;8223403;EXACT;96;ACCEPTED;ORDER;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;;;
;Bracteacoccus;Bracteacoccus Tereg, 1922;2642049;EXACT;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;Bracteacoccus;
;Bracteacoccaceae;Bracteacoccaceae;6784783;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Bracteacoccaceae;;
;Coelastrella;Coelastrella Chodat, 1922;2638548;EXACT;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Coelastrella;
;Coelastrella saipanensis;Coelastrella Chodat, 1922;2638548;HIGHERRANK;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Coelastrella;
;Desmodesmus;Desmodesmus (R.Chodat) S.S.An, T.Friedl & E.Hegewald, 1999;2652440;EXACT;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;Desmodesmus;
;Scenedesmaceae;Scenedesmaceae;8795;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Scenedesmaceae;;
;Sphaeropleales;Sphaeropleales;7429582;EXACT;96;ACCEPTED;ORDER;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;;;
;Palmellaceae;Palmellaceae;4695;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Chlorophyceae;Tetrasporales;Palmellaceae;;
;Palmellopsis;Palmellopsis Korshikov, 1953;2639576;EXACT;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Tetrasporales;Palmellopsidaceae;Palmellopsis;
;Tetrasporales;Tetrasporales;631;EXACT;96;ACCEPTED;ORDER;Plantae;Chlorophyta;Chlorophyceae;Tetrasporales;;;
;Chlamydomonas reinhardtii;Chlamydomonas reinhardtii P.A.Dang.;5271221;EXACT;98;ACCEPTED;SPECIES;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii
;Chlamydomonas;Chlamydomonas Ehrenberg, 1833;5271044;EXACT;92;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Chlamydomonadaceae;Chlamydomonas;
;Chlamydomonas philotes;Chlamydomonas Ehrenberg, 1833;5271044;HIGHERRANK;92;ACCEPTED;GENUS;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Chlamydomonadaceae;Chlamydomonas;
;Chlamydomonadaceae;Chlamydomonadaceae;8816;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Chlorophyceae;Volvocales;Chlamydomonadaceae;;
;Chlorophyceae;Chlorophyceae;329;EXACT;80;ACCEPTED;CLASS;Plantae;Chlorophyta;Chlorophyceae;;;;
;Chlorella;Chlorella M.Beijerinck, 1890;2638467;EXACT;92;ACCEPTED;GENUS;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Chlorella;
;Micractinium;Micractinium Fresenius, 1858;2641076;EXACT;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Micractinium;
;Prototheca;Prototheca W.Krüger;2587614;EXACT;92;ACCEPTED;GENUS;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;Prototheca;
;Chlorellaceae;Chlorellaceae;4852;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;Chlorellaceae;;
;Chlorellales;Chlorellales;1359;EXACT;96;ACCEPTED;ORDER;Plantae;Chlorophyta;Trebouxiophyceae;Chlorellales;;;
;Trebouxiophyceae;Trebouxiophyceae;332;EXACT;80;ACCEPTED;CLASS;Plantae;Chlorophyta;Trebouxiophyceae;;;;
;Caulerpa cupressoides;Caulerpa cupressoides (H.West) C.Agardh;2642884;EXACT;98;ACCEPTED;SPECIES;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;Caulerpa;Caulerpa cupressoides
;Caulerpa;Caulerpa J.V.Lamouroux, 1809;2642861;EXACT;94;ACCEPTED;GENUS;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;Caulerpa;
;Caulerpaceae;Caulerpaceae;4674;EXACT;96;ACCEPTED;FAMILY;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;Caulerpaceae;;
;Bryopsidales;Bryopsidales;625;EXACT;96;ACCEPTED;ORDER;Plantae;Chlorophyta;Ulvophyceae;Bryopsidales;;;
;Ulvophyceae;Ulvophyceae;195;EXACT;80;ACCEPTED;CLASS;Plantae;Chlorophyta;Ulvophyceae;;;;
;Chlorophyta;Chlorophyta;36;EXACT;96;ACCEPTED;PHYLUM;Plantae;Chlorophyta;;;;;
;Pleurozia purpurea;Pleurozia purpurea (Lightf.) Lindb.;2688670;EXACT;98;ACCEPTED;SPECIES;Plantae;Marchantiophyta;Jungermanniopsida;Pleuroziales;Pleuroziaceae;Pleurozia;Pleurozia purpurea
;Pleurozia;Pleurozia Dumort.;2688668;EXACT;94;ACCEPTED;GENUS;Plantae;Marchantiophyta;Jungermanniopsida;Pleuroziales;Pleuroziaceae;Pleurozia;
;Pleuroziaceae;Pleuroziaceae;2270;EXACT;96;ACCEPTED;FAMILY;Plantae;Marchantiophyta;Jungermanniopsida;Pleuroziales;Pleuroziaceae;;
;Pleuroziales;Pleuroziales;378;EXACT;96;ACCEPTED;ORDER;Plantae;Marchantiophyta;Jungermanniopsida;Pleuroziales;;;
;Jungermanniopsida;Jungermanniopsida;126;EXACT;96;ACCEPTED;CLASS;Plantae;Marchantiophyta;Jungermanniopsida;;;;
;Ixiolirion tataricum;Ixiolirion tataricum Schult.f.;2781176;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Asparagales;Ixioliriaceae;Ixiolirion;Ixiolirion tataricum
;Ixiolirion;Ixiolirion Fisch. ex Herb.;2781171;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Asparagales;Ixioliriaceae;Ixiolirion;
;Ixioliriaceae;Ixioliriaceae;7687;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Liliopsida;Asparagales;Ixioliriaceae;;
;Asparagales;Asparagales;1169;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Liliopsida;Asparagales;;;
;Juncus;Juncus L.;2701072;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;Juncus;
;Juncaceae;Juncaceae;5353;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Liliopsida;Poales;Juncaceae;;
;Actinochloris;Actinochloris Steud.;6008507;EXACT;93;SYNONYM;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Chloris;
;Dactylis glomerata;Dactylis glomerata L.;2705308;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Dactylis;Dactylis glomerata
;Dactylis;Dactylis L.;2705307;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Dactylis;
;Holcus;Holcus L.;2706162;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Holcus;
;Sorghum;Sorghum Moench;2705180;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Sorghum;
;Zea mays;Zea mays L.;5290052;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Zea;Zea mays
;Zea;Zea L.;2705049;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Zea;
;Poaceae;Poaceae;3073;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;;
;Poales;Poales;1369;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Liliopsida;Poales;;;
;Conopodium majus;Conopodium majus (Gouan) Loret;6026760;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Conopodium;Conopodium majus
;Conopodium;Conopodium W.D.J.Koch;6026723;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;Conopodium;
;Apiaceae;Apiaceae;6720;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae;;
;Apiales;Apiales;1351;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Apiales;;;
;Aquifoliaceae;Aquifoliaceae;6716;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Aquifoliales;Aquifoliaceae;;
;Aquifoliales;Aquifoliales;7226638;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Aquifoliales;;;
;Achillea millefolium;Achillea millefolium Ledeb.;9221087;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;Achillea millefolium
;Achillea;Achillea L.;3119995;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Achillea;
;Helianthus annuus;Helianthus annuus L.;9206251;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Helianthus;Helianthus annuus
;Helianthus;Helianthus L.;3119134;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Helianthus;
;Taraxacum kok-saghyz;Taraxacum kok-saghyz L.E.Rodin;5394473;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Taraxacum;Taraxacum kok-saghyz
;Taraxacum;Taraxacum F.H.Wigg.;8322495;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Taraxacum;
;Asteraceae;Asteraceae;3065;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;;
;Asterales;Asterales;414;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Asterales;;;
;Phacelia tanacetifolia;Phacelia tanacetifolia Benth.;2928226;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Hydrophyllaceae;Phacelia;Phacelia tanacetifolia
;Phacelia;Phacelia Juss.;8988077;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Hydrophyllaceae;Phacelia;
;Hydrophyllaceae;Hydrophyllaceae;2387;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Boraginales;Hydrophyllaceae;;
;Boraginales;Boraginales;7226464;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Boraginales;;;
;Cardamine;Cardamine L.;3045622;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Cardamine;
;Sinapis alba;Sinapis alba L.;3047621;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Sinapis;Sinapis alba
;Sinapis;Sinapis L.;3047584;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Sinapis;
;Brassicaceae;Brassicaceae;3112;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;;
;Caricaceae;Caricaceae;6636;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Caricaceae;;
;Brassicales;Brassicales;7225535;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Brassicales;;;
;Cerastium arcticum;Cerastium arcticum Lange;3085444;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;Cerastium arcticum
;Cerastium;Cerastium L.;2873815;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Cerastium;
;Silene;Silene L.;3085897;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;Silene;
;Caryophyllaceae;Caryophyllaceae;2518;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Caryophyllaceae;;
;Fallopia multiflora;Fallopia multiflora (Thunb.) Haraldson;6391433;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Fallopia;Fallopia multiflora
;Fallopia;Fallopia Adans.;2889418;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Fallopia;
;Persicaria;Persicaria (L.) Mill.;6390748;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Persicaria;
;Polygonum;Polygonum L.;2889077;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Polygonum;
;Rheum;Rheum L.;2888863;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Rheum;
;Rumex;Rumex L.;2888942;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;Rumex;
;Polygonaceae;Polygonaceae;2416;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae;;
;Caryophyllales;Caryophyllales;422;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;;;
;Cucurbitaceae;Cucurbitaceae;6634;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;Cucurbitaceae;;
;Cucurbitales;Cucurbitales;7224005;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Cucurbitales;;;
;Calluna vulgaris;Calluna vulgaris (L.) Hull;2882482;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Calluna;Calluna vulgaris
;Calluna;Calluna Salisb.;2882481;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Calluna;
;Ericaceae;Ericaceae;2505;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;;
;Symplocos paniculata;Symplocos paniculata Miq.;7157705;EXACT;97;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Ericales;Symplocaceae;Symplocos;Symplocos paniculata
;Symplocos;Symplocos Jacq.;3032996;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Ericales;Symplocaceae;Symplocos;
;Symplocaceae;Symplocaceae;6708;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Ericales;Symplocaceae;;
;Ericales;Ericales;1353;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Ericales;;;
;Canavalia ensiformis;Canavalia ensiformis (L.) DC.;7799711;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Canavalia;Canavalia ensiformis
;Canavalia;Canavalia DC.;8285917;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Canavalia;
;Pisum;Pisum L.;2940361;EXACT;92;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Pisum;
;Vigna angularis;Vigna angularis (Willd.) Ohwi & H.Ohashi;2982508;EXACT;98;ACCEPTED;SPECIES;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;Vigna angularis
;Vigna;Vigna Savi;2982372;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Vigna;
;Fabaceae;Fabaceae;5386;EXACT;96;ACCEPTED;FAMILY;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;;
;Fabales;Fabales;1370;EXACT;96;ACCEPTED;ORDER;Plantae;Tracheophyta;Magnoliopsida;Fabales;;;
;Alnus;Alnus Mill.;2876099;EXACT;94;ACCEPTED;GENUS;Plantae;Tracheophyta;Magnoliopsida;Fagales;Betulaceae;Alnus;
