"occurrenceId";"verbatimScientificName";"scientificName";"key";"matchType";"confidence";"status";"rank";"kingdom";"phylum";"class";"order";"family";"genus";"species"
NA;"Platyreta germanica";"Platyreta Cavalier-Smith & Bass, 2009";9530095;"HIGHERRANK";92;"DOUBTFUL";"GENUS";"Protozoa";"";"Filosia";"Aconchulinida";"Vampyrellidae";"Platyreta";""
NA;"Vampyrella pendula";"Vampyrella pendula Cienk.";5436536;"EXACT";97;"DOUBTFUL";"SPECIES";"Protozoa";"";"Filosia";"Aconchulinida";"Vampyrellidae";"Vampyrella";"Vampyrella pendula"
NA;"Vampyrella";"Vampyrella Cinekowski, 1865";3212311;"EXACT";92;"ACCEPTED";"GENUS";"Protozoa";"";"Filosia";"Aconchulinida";"Vampyrellidae";"Vampyrella";""
NA;"Vampyrellidae";"Vampyrellidae";6586;"EXACT";96;"ACCEPTED";"FAMILY";"Protozoa";"";"Filosia";"Aconchulinida";"Vampyrellidae";"";""
NA;"Sporozoa";"Sporozoa";7039776;"EXACT";94;"ACCEPTED";"CLASS";"Protozoa";"";"Sporozoa";"";"";"";""
NA;"Anaerolineae";NA;298;"EXACT";83;"ACCEPTED";"CLASS";"Bacteria";"Chloroflexi";"Anaerolineae";"";"";"";""
NA;"Bacillus";NA;3227637;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Firmicutes";"Bacilli";"Bacillales";"Bacillaceae";NA;""
NA;"Bacteria";NA;3;"EXACT";96;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Buchholzia";NA;2308273;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Annelida";"Clitellata";"Enchytraeida";"Enchytraeidae";"Buchholzia";""
NA;"Caldilineae";NA;299;"EXACT";83;"ACCEPTED";"CLASS";"Bacteria";"Chloroflexi";"Caldilineae";"";"";"";""
NA;"Campanella";NA;2512830;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Agaricales";"Marasmiaceae";NA;""
NA;"Chondromyces";NA;3220588;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Polyangiaceae";NA;""
NA;"Ciliophora";NA;7765738;"EXACT";96;"ACCEPTED";"PHYLUM";"Chromista";"Ciliophora";"";"";"";"";""
NA;"Coccomyxa";NA;2642071;"EXACT";96;"ACCEPTED";"GENUS";"Plantae";"Chlorophyta";"Chlorophyceae";"Chlamydomonadales";"Coccomyxaceae";NA;""
NA;"Cryptococcus";NA;2518146;"EXACT";95;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Tremellomycetes";"Tremellales";"Tremellaceae";"Cryptococcus";""
NA;"Dehalococcoides";NA;6533843;"EXACT";95;"ACCEPTED";"FAMILY";"Bacteria";"Chloroflexi";NA;"";NA;"";""
NA;"Ephemera";NA;1407107;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Ephemeroptera";"Ephemeridae";NA;""
NA;"Frankia";NA;3225653;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Actinobacteria";"";"Actinomycetales";"Frankiaceae";NA;""
NA;"Fridericia";NA;2308358;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Annelida";"Clitellata";"Enchytraeida";"Enchytraeidae";"Fridericia";""
NA;"Fridericia sp";NA;2308358;"EXACT";80;"ACCEPTED";"GENUS";"Animalia";"Annelida";"Clitellata";"Enchytraeida";"Enchytraeidae";"Fridericia";""
NA;"Funaria";NA;2282796;"EXACT";96;"ACCEPTED";"GENUS";"Animalia";"Nematoda";"Adenophorea";"Dorylaimida";NA;NA;""
NA;"Genea";NA;3232782;"EXACT";96;"SYNONYM";"GENUS";"Plantae";"Tracheophyta";"Liliopsida";"Poales";"Poaceae";NA;""
NA;"Gonostomum";NA;8289527;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ciliophora";"Hypotrichea";"Oxytrichida";"Oxytrichidae";"Gonostomum";""
NA;"Heterococcus";NA;3200939;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ochrophyta";"Xanthophyceae";"Tribonematales";"Heteropediaceae";NA;""
NA;"Heteromita";NA;4896482;"EXACT";94;"DOUBTFUL";"GENUS";"Chromista";"Cercozoa";"Sarcomonadea";"Cercomonadida";"Heteromitidae";NA;""
NA;"unknown";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Isotoma";NA;2120091;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Entognatha";"Collembola";"Isotomidae";"Isotoma";""
NA;"Lacrymaria";NA;7237887;"EXACT";95;"ACCEPTED";"GENUS";"Chromista";"Ciliophora";"Gymnostomatea";"Spathidiida";"Lacrymariidae";"Lacrymaria";""
NA;"Meira";NA;1240769;"EXACT";96;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Curculionidae";NA;""
NA;"Microcoleus";NA;3218437;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Cyanobacteria";"Cyanophyceae";NA;NA;NA;""
NA;"Microcoleus vaginatus";NA;5426932;"EXACT";100;"ACCEPTED";"SPECIES";"Bacteria";"Cyanobacteria";"Cyanophyceae";NA;NA;NA;NA
NA;"Monocystis";NA;8324907;"EXACT";95;"ACCEPTED";"GENUS";"Chromista";NA;"";"";"";NA;""
NA;"Moorella";NA;6562811;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Firmicutes";"Clostridia";"Thermoanaerobacterales";"Thermoanaerobacteraceae";NA;""
NA;"Nitzschia";NA;2628185;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ochrophyta";"Bacillariophyceae";"Bacillariales";"Bacillariaceae";"Nitzschia";""
NA;"Pandora";NA;2559747;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Zygomycota";"Entomophthoromycetes";"Entomophthorales";"Entomophthoraceae";"Pandora";""
NA;"Paulinella";NA;3212296;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Cercozoa";"Imbricatea";"Euglyphida";NA;NA;""
NA;"Peregrinia";NA;8365682;"EXACT";94;"DOUBTFUL";"GENUS";"Chromista";"Cercozoa";"Imbricatea";"Thaumatomonadida";NA;NA;""
NA;"Phialina";NA;7717371;"EXACT";95;"ACCEPTED";"GENUS";"Chromista";"Ciliophora";"Gymnostomatea";"Spathidiida";"Trachelophyllidae";"Phialina";""
NA;"Polyangium";NA;3220602;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Polyangiaceae";NA;""
NA;"unclassed";"";NA;"NONE";100;"";"";"";"";"";"";"";"";""
NA;"Polydesmus";NA;1014641;"EXACT";96;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Diplopoda";"Polydesmida";"Polydesmidae";"Polydesmus";""
NA;"Preussia";NA;6587163;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Dothideomycetes";"Pleosporales";"Sporormiaceae";NA;""
NA;"Protaspis";NA;8332724;"EXACT";95;"ACCEPTED";"GENUS";"Chromista";"Myzozoa";"Dinophyceae";NA;NA;NA;""
NA;"Rhizophagus";NA;1042814;"EXACT";95;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Coleoptera";NA;"Rhizophagus";""
NA;"Rhodobium";NA;2071998;"EXACT";96;"ACCEPTED";"GENUS";"Animalia";"Arthropoda";"Insecta";"Hemiptera";"Aphididae";NA;""
NA;"Rhodococcus";NA;3224437;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Actinobacteria";"";"Actinomycetales";"Nocardiaceae";NA;""
NA;"Serpula";NA;2521517;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Basidiomycota";"Agaricomycetes";"Boletales";"Serpulaceae";NA;""
NA;"Stellaria";NA;3085667;"EXACT";95;"ACCEPTED";"GENUS";"Plantae";"Tracheophyta";"Magnoliopsida";"Caryophyllales";"Caryophyllaceae";NA;""
NA;"Stephensia";NA;7982892;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Pyronemataceae";"Stephensia";""
NA;"Stigmatella";NA;7675782;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Myxococcales";"Cystobacteraceae";NA;""
NA;"Stylaria";NA;8168021;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ochrophyta";"Bacillariophyceae";"";"";NA;""
NA;"Synchytrium";NA;2593015;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Chytridiomycota";"Chytridiomycetes";"Chytridiales";"Synchytriaceae";NA;""
NA;"Syntrophus";NA;3220393;"EXACT";96;"ACCEPTED";"GENUS";"Bacteria";"Proteobacteria";"Deltaproteobacteria";"Syntrophobacterales";"Syntrophaceae";NA;""
NA;"Tetrahymena";NA;7897345;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Ciliophora";"Oligohymenophorea";"Hymenostomatida";"Tetrahymenidae";NA;""
NA;"Trifolium";NA;2973363;"EXACT";95;"ACCEPTED";"GENUS";"Plantae";"Tracheophyta";"Magnoliopsida";"Fabales";"Fabaceae";NA;""
NA;"Trinema";NA;6320394;"EXACT";96;"ACCEPTED";"GENUS";"Chromista";"Cercozoa";"Imbricatea";"Euglyphida";"Trinematidae";"Trinema";""
NA;"Trypanosoma";NA;3208283;"EXACT";96;"ACCEPTED";"GENUS";"Protozoa";"Euglenozoa";"Kinetoplastea";"Trypanosomatida";"Trypanosomatidae";NA;""
NA;"Tuber";NA;8282501;"EXACT";96;"ACCEPTED";"GENUS";"Fungi";"Ascomycota";"Pezizomycetes";"Pezizales";"Tuberaceae";NA;""
NA;"Acidobacteriia";"Acidobacteria";25;"FUZZY";85;"ACCEPTED";"PHYLUM";"Bacteria";"Acidobacteria";"";"";"";"";""
NA;"Adinetida";"Adinetidae";3878;"FUZZY";85;"ACCEPTED";"FAMILY";"Animalia";"Rotifera";"Eurotatoria";"Bdelloidea";"Adinetidae";"";""
NA;"Bicosoecida";"Bicosoecidae";7957238;"FUZZY";85;"ACCEPTED";"FAMILY";"Chromista";"Bigyra";"Bikosea";"Bicoecida";"Bicosoecidae";"";""
NA;"Chitinophagia";"Chitinophaga Sangkhobol & Skerman, 1981";3228826;"FUZZY";83;"ACCEPTED";"GENUS";"Bacteria";"Bacteroidetes";"Sphingobacteriia";"Sphingobacteriales";"Chitinophagaceae";"Chitinophaga";""
NA;"Chromadorea";NA;2280660;"FUZZY";85;"ACCEPTED";"GENUS";"Animalia";"Nematoda";"Adenophorea";"Desmodorida";NA;NA;""
NA;"Echinamoebida";"Echinamoebidae";4905099;"FUZZY";85;"ACCEPTED";"FAMILY";"Protozoa";"Amoebozoa";"Lobosa";"Amoebida";"Echinamoebidae";"";""
NA;"Enoplea";NA;249;"FUZZY";85;"ACCEPTED";"CLASS";"Animalia";NA;NA;"";"";"";""
NA;"Enterogona";NA;4859819;"FUZZY";85;"ACCEPTED";"GENUS";"Animalia";"Platyhelminthes";"Rhabditophora";NA;NA;NA;""
NA;"Hirudinida";NA;3560;"FUZZY";85;"ACCEPTED";"FAMILY";"Animalia";"Annelida";"Clitellata";NA;NA;"";""
NA;"Ignavibacteriae";"Ignavibacteria";7421138;"FUZZY";85;"ACCEPTED";"CLASS";"Bacteria";"Chlorobi";"Ignavibacteria";"";"";"";""
NA;"Isolaimida";NA;4555623;"FUZZY";85;"ACCEPTED";"FAMILY";"Animalia";"Nematoda";"Adenophorea";"Mermithida";NA;"";""
NA;"Microthoracida";"Microthoracidae";7707564;"FUZZY";85;"ACCEPTED";"FAMILY";"Chromista";"Ciliophora";"Nassophorea";"Nassulida";"Microthoracidae";"";""
NA;"Mucoromycotes";NA;9796761;"FUZZY";85;"ACCEPTED";"CLASS";"Fungi";"Zygomycota";"Mucoromycetes";"";"";"";""
NA;"Nucleariida";"Nucleariidae";2329;"FUZZY";85;"ACCEPTED";"FAMILY";"Protozoa";"";"Filosia";"Aconchulinida";"Nucleariidae";"";""
NA;"Oribatida";NA;4653212;"FUZZY";85;"ACCEPTED";"FAMILY";"Animalia";"Arthropoda";"Arachnida";"";NA;"";""
NA;"Protaspis obliqua";NA;8940667;"FUZZY";80;"ACCEPTED";"SPECIES";"Chromista";"Cercozoa";"Thecofilosea";NA;NA;NA;NA
NA;"Protosteliida";NA;4920991;"FUZZY";84;"SYNONYM";"FAMILY";"Protozoa";"Mycetozoa";"Protosteliomycetes";"Protosteliales";"Protosteliaceae";"";""
NA;"Spirochaetia";"Spirochaeta Ehrenberg, 1835";3228138;"FUZZY";85;"ACCEPTED";"GENUS";"Bacteria";"Spirochaetae";"Spirochaetes";"Spirochaetales";"Spirochaetaceae";"Spirochaeta";""
NA;"Stemonitida";"Stemonitidae";4920982;"FUZZY";84;"SYNONYM";"FAMILY";"Protozoa";"Mycetozoa";"Myxomycetes";"Stemonitales";"Stemonitidaceae";"";""
NA;"Thecamoebida";NA;2166;"FUZZY";85;"ACCEPTED";"FAMILY";"Protozoa";"Amoebozoa";"Lobosa";"Amoebida";NA;"";""
NA;"Vampyrellida";NA;9818075;"FUZZY";85;"ACCEPTED";"CLASS";"Chromista";"Cercozoa";NA;"";"";"";""
NA;"Acidiferrobacteraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Acidiferrobacterales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Acidimicrobiia";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Acidothermales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Actinobacteria";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Anaeromyxobacteraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Apusozoa";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Bacteroidetes Order II. Incertae sedis";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Basidiobolomycetes";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Blastocladiomycota";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Candidatus Koribacter";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Koribacter versatilis";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Microthrix";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Nephrothrix";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Nitrosocosmicus";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Solibacter";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Candidatus Solibacter usitatus";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Catenulisporales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Cellvibrionaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Cellvibrionales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Centrohelea";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Chitinophagales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Chthoniobacter";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Chthoniobacter flavus";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Chthoniobacteraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Chthoniobacterales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Cladochytriales";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Clostridiales Family XVII. Incertae Sedis";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Corynebacteriales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Crocinitomicaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Cupressales";NA;6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Dechlorospirillum";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Dehalococcoidaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Dehalococcoidales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Dehalococcoidia";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Dicots";NA;6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Diplura";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Ecdysozoa";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Echinamoeba";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Echinamoeba exundans";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Elusimicrobia";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Endeostigmata";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Entomobryomorpha";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Euamoebida";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"flagellata";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Frankiales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Gemmataceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Gemmatimonadetes";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Geodermatophilales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Glaucocystophyceae";NA;6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Gregarinasina";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Heterococcus caespitosus";NA;3200939;"HIGHERRANK";96;"ACCEPTED";"GENUS";"Chromista";"Ochrophyta";"Xanthophyceae";"Tribonematales";"Heteropediaceae";NA;""
NA;"Hymenobacteraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Hyphochytriomycetes";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Ichthyophonida";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Isosphaeraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Kangiellaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Kineosporiales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Labyrinthulales";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Labyrinthulomycetes";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Leptophryidae";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Longamoebia";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Micrococcales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Micromonosporales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Microthrixaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Monocots";NA;6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"Monocystis agilis";NA;8324907;"HIGHERRANK";95;"ACCEPTED";"GENUS";"Chromista";NA;"";"";"";NA;""
NA;"Monogononta";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Mucoromycota";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Myxogastria";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Myxomycota";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"nakamurella";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nakamurellaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nakamurellales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nannochloris";NA;6;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Plantae";"";"";"";"";"";""
NA;"nannocystaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nannocystis";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"nassulida";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"nassulidae";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"naviculaceae";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"naviculales";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Neelipleona";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Nevskiales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Nitrospira";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Nitrospirae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Oikomonadaceae";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Oligoflexaceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Oligoflexales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Oligoflexia";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Olpidiomycetes";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Olpidiomycota";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Oomycetes";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Oscillatoriales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Parachela";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Pedosphaera";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Pedosphaera parvula";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Peregrinia clavideferens";NA;8365682;"HIGHERRANK";94;"DOUBTFUL";"GENUS";"Chromista";"Cercozoa";"Imbricatea";"Thaumatomonadida";NA;NA;""
NA;"Perkinsozoa";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Phthiraptera";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Planctomycetia";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Plecoptera";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Poduromorpha";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Propionibacteriales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Protostelea";NA;7;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Protozoa";"";"";"";"";"";""
NA;"Protosteliomycota";"Fungi";5;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Fungi";"";"";"";"";"";""
NA;"Pseudonocardiales";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
NA;"Pterocystida";NA;1;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Animalia";"";"";"";"";"";""
NA;"Pythiales";NA;4;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Chromista";"";"";"";"";"";""
NA;"Rhodanobacteraceae";NA;3;"HIGHERRANK";99;"ACCEPTED";"KINGDOM";"Bacteria";"";"";"";"";"";""
