"";"Meth";"Tax";"P1";"P2";"DiffP12";"DiffP21"
"557";"sbm";"species";"B-";"G-";"";"V8, V4"
"558";"sbm";"species";"B-";"G+";"";"V8"
"559";"sbm";"species";"B-";"H-";"";""
"560";"sbm";"species";"B-";"H+";"";"V8"
"561";"sbm";"species";"B+";"A-";"";"V3"
"562";"sbm";"species";"B+";"A+";"";""
"563";"sbm";"species";"B+";"B-";"V8";"V3"
"564";"sbm";"species";"B+";"B+";"";""
"565";"sbm";"species";"B+";"C-";"V8";"V3, V4"
"566";"sbm";"species";"B+";"C+";"";"V3"
"567";"sbm";"species";"B+";"D-";"";"V3"
"568";"sbm";"species";"B+";"D+";"V8, V12";"V3"
"569";"sbm";"species";"B+";"E-";"";"V3"
"570";"sbm";"species";"B+";"E+";"V8";"V3"
"571";"sbm";"species";"B+";"F-";"V8";"V3"
"572";"sbm";"species";"B+";"F+";"V8";"V3"
"573";"sbm";"species";"B+";"G-";"";"V3, V4"
"574";"sbm";"species";"B+";"G+";"";"V3"
"575";"sbm";"species";"B+";"H-";"V8";"V3"
"576";"sbm";"species";"B+";"H+";"";"V3"
"577";"sbm";"species";"C-";"A-";"V4";"V8"
"578";"sbm";"species";"C-";"A+";"V3, V4";"V8"
"579";"sbm";"species";"C-";"B-";"V4";""
"580";"sbm";"species";"C-";"B+";"V3, V4";"V8"
"581";"sbm";"species";"C-";"C-";"";""
"582";"sbm";"species";"C-";"C+";"V4";"V8"
"583";"sbm";"species";"C-";"D-";"V4";"V8"
"584";"sbm";"species";"C-";"D+";"V4, V12";""
"585";"sbm";"species";"C-";"E-";"V4";"V8"
"586";"sbm";"species";"C-";"E+";"V4";""
"587";"sbm";"species";"C-";"F-";"V4";""
"588";"sbm";"species";"C-";"F+";"V4";""
"589";"sbm";"species";"C-";"G-";"";"V8"
"590";"sbm";"species";"C-";"G+";"V4";"V8"
"591";"sbm";"species";"C-";"H-";"V4";""
"592";"sbm";"species";"C-";"H+";"V4";"V8"
"593";"sbm";"species";"C+";"A-";"";""
"594";"sbm";"species";"C+";"A+";"V3";""
"595";"sbm";"species";"C+";"B-";"V8";""
"596";"sbm";"species";"C+";"B+";"V3";""
"597";"sbm";"species";"C+";"C-";"V8";"V4"
"598";"sbm";"species";"C+";"C+";"";""
"599";"sbm";"species";"C+";"D-";"";""
"600";"sbm";"species";"C+";"D+";"V8, V12";""
"601";"sbm";"species";"C+";"E-";"";""
"602";"sbm";"species";"C+";"E+";"V8";""
"603";"sbm";"species";"C+";"F-";"V8";""
"604";"sbm";"species";"C+";"F+";"V8";""
"605";"sbm";"species";"C+";"G-";"";"V4"
"606";"sbm";"species";"C+";"G+";"";""
"607";"sbm";"species";"C+";"H-";"V8";""
"608";"sbm";"species";"C+";"H+";"";""
"609";"sbm";"species";"D-";"A-";"";""
"610";"sbm";"species";"D-";"A+";"V3";""
"611";"sbm";"species";"D-";"B-";"V8";""
"612";"sbm";"species";"D-";"B+";"V3";""
"613";"sbm";"species";"D-";"C-";"V8";"V4"
"614";"sbm";"species";"D-";"C+";"";""
"615";"sbm";"species";"D-";"D-";"";""
"616";"sbm";"species";"D-";"D+";"V8, V12";""
"617";"sbm";"species";"D-";"E-";"";""
"618";"sbm";"species";"D-";"E+";"V8";""
"619";"sbm";"species";"D-";"F-";"V8";""
"620";"sbm";"species";"D-";"F+";"V8";""
"621";"sbm";"species";"D-";"G-";"";"V4"
"622";"sbm";"species";"D-";"G+";"";""
"623";"sbm";"species";"D-";"H-";"V8";""
"624";"sbm";"species";"D-";"H+";"";""
"625";"sbm";"species";"D+";"A-";"";"V8, V12"
"626";"sbm";"species";"D+";"A+";"V3";"V8, V12"
"627";"sbm";"species";"D+";"B-";"";"V12"
"628";"sbm";"species";"D+";"B+";"V3";"V8, V12"
"629";"sbm";"species";"D+";"C-";"";"V4, V12"
"630";"sbm";"species";"D+";"C+";"";"V8, V12"
"631";"sbm";"species";"D+";"D-";"";"V8, V12"
"632";"sbm";"species";"D+";"D+";"";""
"633";"sbm";"species";"D+";"E-";"";"V8, V12"
"634";"sbm";"species";"D+";"E+";"";"V12"
"635";"sbm";"species";"D+";"F-";"";"V12"
"636";"sbm";"species";"D+";"F+";"";"V12"
"637";"sbm";"species";"D+";"G-";"";"V8, V4, V12"
"638";"sbm";"species";"D+";"G+";"";"V8, V12"
"639";"sbm";"species";"D+";"H-";"";"V12"
"640";"sbm";"species";"D+";"H+";"";"V8, V12"
"641";"sbm";"species";"E-";"A-";"";""
"642";"sbm";"species";"E-";"A+";"V3";""
"643";"sbm";"species";"E-";"B-";"V8";""
"644";"sbm";"species";"E-";"B+";"V3";""
"645";"sbm";"species";"E-";"C-";"V8";"V4"
"646";"sbm";"species";"E-";"C+";"";""
"647";"sbm";"species";"E-";"D-";"";""
"648";"sbm";"species";"E-";"D+";"V8, V12";""
"649";"sbm";"species";"E-";"E-";"";""
"650";"sbm";"species";"E-";"E+";"V8";""
"651";"sbm";"species";"E-";"F-";"V8";""
"652";"sbm";"species";"E-";"F+";"V8";""
"653";"sbm";"species";"E-";"G-";"";"V4"
"654";"sbm";"species";"E-";"G+";"";""
"655";"sbm";"species";"E-";"H-";"V8";""
"656";"sbm";"species";"E-";"H+";"";""
"657";"sbm";"species";"E+";"A-";"";"V8"
"658";"sbm";"species";"E+";"A+";"V3";"V8"
"659";"sbm";"species";"E+";"B-";"";""
"660";"sbm";"species";"E+";"B+";"V3";"V8"
"661";"sbm";"species";"E+";"C-";"";"V4"
"662";"sbm";"species";"E+";"C+";"";"V8"
"663";"sbm";"species";"E+";"D-";"";"V8"
"664";"sbm";"species";"E+";"D+";"V12";""
"665";"sbm";"species";"E+";"E-";"";"V8"
"666";"sbm";"species";"E+";"E+";"";""
"667";"sbm";"species";"E+";"F-";"";""
"668";"sbm";"species";"E+";"F+";"";""
"669";"sbm";"species";"E+";"G-";"";"V8, V4"
"670";"sbm";"species";"E+";"G+";"";"V8"
"671";"sbm";"species";"E+";"H-";"";""
"672";"sbm";"species";"E+";"H+";"";"V8"
"673";"sbm";"species";"F-";"A-";"";"V8"
"674";"sbm";"species";"F-";"A+";"V3";"V8"
"675";"sbm";"species";"F-";"B-";"";""
"676";"sbm";"species";"F-";"B+";"V3";"V8"
"677";"sbm";"species";"F-";"C-";"";"V4"
"678";"sbm";"species";"F-";"C+";"";"V8"
"679";"sbm";"species";"F-";"D-";"";"V8"
"680";"sbm";"species";"F-";"D+";"V12";""
"681";"sbm";"species";"F-";"E-";"";"V8"
"682";"sbm";"species";"F-";"E+";"";""
"683";"sbm";"species";"F-";"F-";"";""
"684";"sbm";"species";"F-";"F+";"";""
"685";"sbm";"species";"F-";"G-";"";"V8, V4"
"686";"sbm";"species";"F-";"G+";"";"V8"
"687";"sbm";"species";"F-";"H-";"";""
"688";"sbm";"species";"F-";"H+";"";"V8"
"689";"sbm";"species";"F+";"A-";"";"V8"
"690";"sbm";"species";"F+";"A+";"V3";"V8"
"691";"sbm";"species";"F+";"B-";"";""
"692";"sbm";"species";"F+";"B+";"V3";"V8"
"693";"sbm";"species";"F+";"C-";"";"V4"
"694";"sbm";"species";"F+";"C+";"";"V8"
"695";"sbm";"species";"F+";"D-";"";"V8"
"696";"sbm";"species";"F+";"D+";"V12";""
"697";"sbm";"species";"F+";"E-";"";"V8"
"698";"sbm";"species";"F+";"E+";"";""
"699";"sbm";"species";"F+";"F-";"";""
"700";"sbm";"species";"F+";"F+";"";""
"701";"sbm";"species";"F+";"G-";"";"V8, V4"
"702";"sbm";"species";"F+";"G+";"";"V8"
"703";"sbm";"species";"F+";"H-";"";""
"704";"sbm";"species";"F+";"H+";"";"V8"
"705";"sbm";"species";"G-";"A-";"V4";""
"706";"sbm";"species";"G-";"A+";"V3, V4";""
"707";"sbm";"species";"G-";"B-";"V8, V4";""
"708";"sbm";"species";"G-";"B+";"V3, V4";""
"709";"sbm";"species";"G-";"C-";"V8";""
"710";"sbm";"species";"G-";"C+";"V4";""
"711";"sbm";"species";"G-";"D-";"V4";""
"712";"sbm";"species";"G-";"D+";"V8, V4, V12";""
"713";"sbm";"species";"G-";"E-";"V4";""
"714";"sbm";"species";"G-";"E+";"V8, V4";""
"715";"sbm";"species";"G-";"F-";"V8, V4";""
"716";"sbm";"species";"G-";"F+";"V8, V4";""
"717";"sbm";"species";"G-";"G-";"";""
"718";"sbm";"species";"G-";"G+";"V4";""
"719";"sbm";"species";"G-";"H-";"V8, V4";""
"720";"sbm";"species";"G-";"H+";"V4";""
"721";"sbm";"species";"G+";"A-";"";""
"722";"sbm";"species";"G+";"A+";"V3";""
"723";"sbm";"species";"G+";"B-";"V8";""
"724";"sbm";"species";"G+";"B+";"V3";""
"725";"sbm";"species";"G+";"C-";"V8";"V4"
"726";"sbm";"species";"G+";"C+";"";""
"727";"sbm";"species";"G+";"D-";"";""
"728";"sbm";"species";"G+";"D+";"V8, V12";""
"729";"sbm";"species";"G+";"E-";"";""
"730";"sbm";"species";"G+";"E+";"V8";""
"731";"sbm";"species";"G+";"F-";"V8";""
"732";"sbm";"species";"G+";"F+";"V8";""
"733";"sbm";"species";"G+";"G-";"";"V4"
"734";"sbm";"species";"G+";"G+";"";""
"735";"sbm";"species";"G+";"H-";"V8";""
"736";"sbm";"species";"G+";"H+";"";""
"737";"sbm";"species";"H-";"A-";"";"V8"
"738";"sbm";"species";"H-";"A+";"V3";"V8"
"739";"sbm";"species";"H-";"B-";"";""
"740";"sbm";"species";"H-";"B+";"V3";"V8"
"741";"sbm";"species";"H-";"C-";"";"V4"
"742";"sbm";"species";"H-";"C+";"";"V8"
"743";"sbm";"species";"H-";"D-";"";"V8"
"744";"sbm";"species";"H-";"D+";"V12";""
"745";"sbm";"species";"H-";"E-";"";"V8"
"746";"sbm";"species";"H-";"E+";"";""
"747";"sbm";"species";"H-";"F-";"";""
"748";"sbm";"species";"H-";"F+";"";""
"749";"sbm";"species";"H-";"G-";"";"V8, V4"
"750";"sbm";"species";"H-";"G+";"";"V8"
"751";"sbm";"species";"H-";"H-";"";""
"752";"sbm";"species";"H-";"H+";"";"V8"
"753";"sbm";"species";"H+";"A-";"";""
"754";"sbm";"species";"H+";"A+";"V3";""
"755";"sbm";"species";"H+";"B-";"V8";""
"756";"sbm";"species";"H+";"B+";"V3";""
"757";"sbm";"species";"H+";"C-";"V8";"V4"
"758";"sbm";"species";"H+";"C+";"";""
"759";"sbm";"species";"H+";"D-";"";""
"760";"sbm";"species";"H+";"D+";"V8, V12";""
"761";"sbm";"species";"H+";"E-";"";""
"762";"sbm";"species";"H+";"E+";"V8";""
"763";"sbm";"species";"H+";"F-";"V8";""
"764";"sbm";"species";"H+";"F+";"V8";""
"765";"sbm";"species";"H+";"G-";"";"V4"
"766";"sbm";"species";"H+";"G+";"";""
"767";"sbm";"species";"H+";"H-";"V8";""
"768";"sbm";"species";"H+";"H+";"";""
"769";"expert";"family";"A-";"A-";"";""
"770";"expert";"family";"A-";"A+";"Non.selective::Nematode, Parasitic::Monocystis, Parasitic::Leptosphaeria, Parasitic::Entyloma, Pred4::Carabidae, Phototroph::Ranunculales, Phototroph::Salicaceae, Phototroph::Urticaceae";"Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Coprophage::Insect, Parasitic::Aphidius, Phototroph::Taxaceae"
"771";"expert";"family";"A-";"B-";"Parasitic::Monocystis, Parasitic::Rhizoctonia_s, Pred4::Carabidae";"Fungivorous::Insect, Saprotroph::Chytridium, Parasitic::Thripinae"
"772";"expert";"family";"A-";"B+";"Phytophage::Barynotus, Phototroph::Apiaceae, Phototroph::Urticaceae";"Parasitic::Thripinae, ACM::Glomeromyc, Phototroph::Caryophyllaceae"
"773";"expert";"family";"A-";"C-";"Fungivorous::Astigmata, Parasitic::Monocystis, Phytophage::Aphididae, Parasitic::Leptosphaeria, Phytophage::Barynotus, Parasitic::Entyloma, Phototroph::Apiaceae, Phototroph::Ranunculales";"Non.selective::Forficulidae, Pred4::Robertus, Phytophage::Elateridae, ACM::Glomeromyc, Phototroph::Caryophyllaceae, Phototroph::Fagales, Phototroph::Taxaceae"
"774";"expert";"family";"A-";"C+";"Parasitic::Monocystis, Mammifere, Phytophage::Aphididae, Phytophage::Barynotus, Parasitic::Entyloma, Pred4::Carabidae, Saprophage::Diplopode, Phototroph::Ranunculales, Phototroph::Salicaceae, Phototroph::Urticaceae";"Pred3::Pseudosc, Fungivorous::Insect, Parasitic::Anoplophrya, Saprotroph::Chytridium, Parasitic::Protomyces, Phytophage::Elateridae"
"775";"expert";"family";"A-";"D-";"Fungivorous::Astigmata, Parasitic::Monocystis, Phytophage::Barynotus, Parasitic::Entyloma, Pred4::Carabidae, Saprophage::Diplopode, Phototroph::Ranunculales, Phototroph::Salicaceae";"Parasitic::Protomyces, Parasitic::Romanomermis"
"776";"expert";"family";"A-";"D+";"Parasitic::Monocystis, Parasitic::Leptosphaeria, Parasitic::Olpidium, Pathogen::Aphanomyces, Phytophage::Barynotus, Pred4::Carabidae, Saprophage::Diplopode, Phototroph::Urticaceae";"Parasitic::Protomyces, Parasitic::Romanomermis, Saprophage::Diptere"
"777";"expert";"family";"A-";"E-";"Parasitic::Monocystis, Hyperparasitoid::Hyphochytrium, Phytophage::Aphididae, Parasitic::Olpidium, Phytophage::Barynotus, Parasitic::Entyloma, Parasitic::Trypanosomatidae, Pred4::Carabidae, Saprophage::Diplopode, Phototroph::Ranunculales, Phototroph::Urticaceae";"Fungivorous::Insect, Phototroph::Taxaceae"
"778";"expert";"family";"A-";"E+";"Fungivorous::Astigmata, Phytophage::Barynotus, Parasitic::Entyloma, Pred4::Carabidae, Saprophage::Diplopode, Non.selective::Endeostigmata, Phototroph::Ranunculales, Phototroph::Salicaceae, Phototroph::Urticaceae";"Fungivorous::Insect, Parasitic::Protomyces, Parasitic::Synchytrium, ACM::Glomeromyc, Saprophage::Diptere, Pred4::Robertus, Phototroph::Caryophyllaceae, Phototroph::Fagales"
"779";"expert";"family";"A-";"F-";"Fungivorous::Astigmata, Parasitic::Monocystis, Phytophage::Aphididae, Parasitic::Leptosphaeria, Pathogen::Aphanomyces, Parasitic::Entyloma, Saprophage::Diplopode, Phototroph::Apiaceae, Phototroph::Ranunculales, Phototroph::Urticaceae";"Fungivorous::Insect, Parasitic::Cystobasidium, Saprotroph::Chytridium, Parasitic::Phoma, ACM::Glomeromyc, Coprophage::Insect, Saprophage::Diploure, Saprophage::Diptere, Phototroph::Caryophyllaceae"
"780";"expert";"family";"A-";"F+";"Fungivorous::Astigmata, Parasitic::Monocystis, Phytophage::Barynotus, Parasitic::Entyloma, Parasitic::Trypanosomatidae, Coprotroph::Basidiomycota, Saprophage::Diplopode, Phototroph::Apiaceae, Phototroph::Ranunculales, Phototroph::Salicaceae, Phototroph::Solanaceae, Phototroph::Urticaceae";"Fungivorous::Insect, Parasitic::Gliricola, Saprotroph::Chytridium, Parasitic::Phoma, ACM::Glomeromyc, Saprophage::Diploure, Phototroph::Caryophyllaceae, Phototroph::Taxaceae"
"781";"expert";"family";"A-";"G-";"Fungivorous::Astigmata, Parasitic::Monocystis, Parasitic::Itersonilia, Parasitic::Leptosphaeria, Pathogen::Aphanomyces, Phytophage::Barynotus, Parasitic::Entyloma, Parasitic::Trypanosomatidae, Pred4::Carabidae, Phototroph::non-legume, Phototroph::Ranunculales, Phototroph::Urticaceae";"Fungivorous::Insect, Non.selective::Forficulidae, Parasitic::Cystobasidium, Saprotroph::Chytridium, Parasitic::Phoma, Parasitic::Protomyces, Parasitic::Synchytrium, Phytophage::Pemphigus, ACM::Glomeromyc, Saprophage::Diploure, Saprophage::Diptere, Non.selective::Myrmica, Phototroph::Caryophyllaceae, Phototroph::Taxaceae"
"782";"expert";"family";"A-";"G+";"Fungivorous::Astigmata, Parasitic::Rhizoctonia_s, Pathogen::Aphanomyces, Parasitic::Entyloma, Parasitic::Trypanosomatidae, Pred4::Carabidae, Phototroph::Apiaceae, Phototroph::Ranunculales, Phototroph::Salicaceae";"Fungivorous::Insect, Parasitic::Cystobasidium, Saprotroph::Chytridium, Phytophage::Pemphigus, ACM::Glomeromyc, Saprophage::Diptere, Phototroph::Caryophyllaceae"
"783";"expert";"family";"A-";"H-";"Fungivorous::Astigmata, Fungivorous::Nematode, Parasitic::Monocystis, Mammifere, Parasitic::Itersonilia, Phytophage::Barynotus, Parasitic::Entyloma, Pred4::Carabidae, Coprotroph::Basidiomycota, Saprophage::Diplopode, Phototroph::Urticaceae";"Non.selective::Uropoda, Saprotroph::Chytridium, Parasitic::Phoma, Parasitic::Protomyces, Parasitic::Synchytrium, Phytophage::Elateridae, ACM::Glomeromyc, Coprophage::Insect, Saprophage::Diptere, Parasitic::Gliricola, Phototroph::Caryophyllaceae"
"784";"expert";"family";"A-";"H+";"Fungivorous::Astigmata, Parasitic::Monocystis, Mammifere, Parasitic::Itersonilia, Phytophage::Aphididae, Parasitic::Leptosphaeria, Pathogen::Aphanomyces, Parasitic::Entyloma, Parasitic::Trypanosomatidae, Pred4::Carabidae, Saprophage::Diplopode, Phototroph::Asteraceae, Phototroph::Polygonaceae, Phototroph::Urticaceae";"Non.selective::Uropoda, Parasitic::Cystobasidium, Saprotroph::Chytridium, Parasitic::Phoma, Parasitic::Protomyces, Parasitic::Synchytrium, Phytophage::Elateridae, ACM::Glomeromyc, Phytophage::Noctua, Phototroph::Caryophyllaceae"
"785";"expert";"family";"A+";"A-";"Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Coprophage::Insect, Parasitic::Aphidius, Phototroph::Taxaceae";"Non.selective::Nematode, Parasitic::Monocystis, Parasitic::Leptosphaeria, Parasitic::Entyloma, Pred4::Carabidae, Phototroph::Ranunculales, Phototroph::Salicaceae, Phototroph::Urticaceae"
"786";"expert";"family";"A+";"A+";"";""
"787";"expert";"family";"A+";"B-";"Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Parasitic::Rhizoctonia_s, Coprophage::Insect, Parasitic::Aphidius, Phototroph::Taxaceae";"Non.selective::Nematode, Fungivorous::Insect, Saprotroph::Chytridium, Parasitic::Thripinae, Parasitic::Leptosphaeria, Parasitic::Entyloma, Phototroph::Ranunculales, Phototroph::Salicaceae, Phototroph::Urticaceae"
"788";"expert";"family";"A+";"B+";"Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Phytophage::Barynotus, Coprophage::Insect, Parasitic::Aphidius, Phototroph::Apiaceae, Phototroph::Taxaceae";"Non.selective::Nematode, Parasitic::Monocystis, Parasitic::Thripinae, Parasitic::Leptosphaeria, ACM::Glomeromyc, Parasitic::Entyloma, Pred4::Carabidae, Phototroph::Caryophyllaceae, Phototroph::Ranunculales, Phototroph::Salicaceae"
"789";"expert";"family";"A+";"C-";"Fungivorous::Astigmata, Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Phytophage::Aphididae, Phytophage::Barynotus, Coprophage::Insect, Parasitic::Aphidius, Phototroph::Apiaceae";"Non.selective::Nematode, Non.selective::Forficulidae, Pred4::Robertus, Phytophage::Elateridae, ACM::Glomeromyc, Pred4::Carabidae, Phototroph::Caryophyllaceae, Phototroph::Fagales, Phototroph::Salicaceae, Phototroph::Urticaceae"
"790";"expert";"family";"A+";"C+";"Parasitic::Cystobasidium, Pred4::Chilopode, Mammifere, Phytophage::Aphididae, Phytophage::Barynotus, Coprophage::Insect, Saprophage::Diplopode, Parasitic::Aphidius, Phototroph::Taxaceae";"Non.selective::Nematode, Pred3::Pseudosc, Fungivorous::Insect, Saprotroph::Chytridium, Parasitic::Protomyces, Phytophage::Elateridae, Parasitic::Leptosphaeria"
"791";"expert";"family";"A+";"D-";"Fungivorous::Astigmata, Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Phytophage::Barynotus, Coprophage::Insect, Saprophage::Diplopode, Parasitic::Aphidius, Phototroph::Taxaceae";"Non.selective::Nematode, Parasitic::Protomyces, Parasitic::Leptosphaeria, Parasitic::Romanomermis, Phototroph::Urticaceae"
"792";"expert";"family";"A+";"D+";"Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Parasitic::Olpidium, Pathogen::Aphanomyces, Phytophage::Barynotus, Coprophage::Insect, Saprophage::Diplopode, Parasitic::Aphidius, Phototroph::Taxaceae";"Non.selective::Nematode, Parasitic::Protomyces, Parasitic::Entyloma, Parasitic::Romanomermis, Saprophage::Diptere, Phototroph::Ranunculales, Phototroph::Salicaceae"
"793";"expert";"family";"A+";"E-";"Parasitic::Trypanosomatidae, Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Hyperparasitoid::Hyphochytrium, Phytophage::Aphididae, Parasitic::Olpidium, Phytophage::Barynotus, Coprophage::Insect, Saprophage::Diplopode, Parasitic::Aphidius";"Non.selective::Nematode, Fungivorous::Insect, Parasitic::Leptosphaeria, Phototroph::Salicaceae"
"794";"expert";"family";"A+";"E+";"Fungivorous::Astigmata, Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Phytophage::Barynotus, Coprophage::Insect, Saprophage::Diplopode, Non.selective::Endeostigmata, Parasitic::Aphidius, Phototroph::Taxaceae";"Non.selective::Nematode, Fungivorous::Insect, Parasitic::Monocystis, Parasitic::Protomyces, Parasitic::Synchytrium, Parasitic::Leptosphaeria, ACM::Glomeromyc, Saprophage::Diptere, Pred4::Robertus, Phototroph::Caryophyllaceae, Phototroph::Fagales"
"795";"expert";"family";"A+";"F-";"Fungivorous::Astigmata, Pred4::Chilopode, Parasitic::Anoplophrya, Phytophage::Aphididae, Pathogen::Aphanomyces, Saprophage::Diplopode, Parasitic::Aphidius, Phototroph::Apiaceae, Phototroph::Taxaceae";"Non.selective::Nematode, Fungivorous::Insect, Saprotroph::Chytridium, Parasitic::Phoma, ACM::Glomeromyc, Pred4::Carabidae, Saprophage::Diploure, Saprophage::Diptere, Phototroph::Caryophyllaceae, Phototroph::Salicaceae"
"796";"expert";"family";"A+";"F+";"Parasitic::Trypanosomatidae, Fungivorous::Astigmata, Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Phytophage::Barynotus, Coprophage::Insect, Coprotroph::Basidiomycota, Saprophage::Diplopode, Parasitic::Aphidius, Phototroph::Apiaceae, Phototroph::Solanaceae";"Non.selective::Nematode, Fungivorous::Insect, Parasitic::Gliricola, Saprotroph::Chytridium, Parasitic::Phoma, Parasitic::Leptosphaeria, ACM::Glomeromyc, Pred4::Carabidae, Saprophage::Diploure, Phototroph::Caryophyllaceae"
"797";"expert";"family";"A+";"G-";"Parasitic::Trypanosomatidae, Fungivorous::Astigmata, Pred4::Chilopode, Parasitic::Anoplophrya, Parasitic::Itersonilia, Pathogen::Aphanomyces, Phytophage::Barynotus, Coprophage::Insect, Parasitic::Aphidius, Phototroph::non-legume";"Non.selective::Nematode, Fungivorous::Insect, Non.selective::Forficulidae, Saprotroph::Chytridium, Parasitic::Phoma, Parasitic::Protomyces, Parasitic::Synchytrium, Phytophage::Pemphigus, ACM::Glomeromyc, Saprophage::Diploure, Saprophage::Diptere, Non.selective::Myrmica, Phototroph::Caryophyllaceae, Phototroph::Salicaceae"
"798";"expert";"family";"A+";"G+";"Parasitic::Trypanosomatidae, Fungivorous::Astigmata, Pred4::Chilopode, Parasitic::Anoplophrya, Parasitic::Rhizoctonia_s, Pathogen::Aphanomyces, Coprophage::Insect, Parasitic::Aphidius, Phototroph::Apiaceae, Phototroph::Taxaceae";"Non.selective::Nematode, Fungivorous::Insect, Parasitic::Monocystis, Saprotroph::Chytridium, Phytophage::Pemphigus, Parasitic::Leptosphaeria, ACM::Glomeromyc, Saprophage::Diptere, Phototroph::Caryophyllaceae, Phototroph::Urticaceae"
"799";"expert";"family";"A+";"H-";"Fungivorous::Astigmata, Fungivorous::Nematode, Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Mammifere, Parasitic::Itersonilia, Phytophage::Barynotus, Coprotroph::Basidiomycota, Saprophage::Diplopode, Parasitic::Aphidius, Phototroph::Taxaceae";"Non.selective::Nematode, Non.selective::Uropoda, Saprotroph::Chytridium, Parasitic::Phoma, Parasitic::Protomyces, Parasitic::Synchytrium, Phytophage::Elateridae, Parasitic::Leptosphaeria, ACM::Glomeromyc, Saprophage::Diptere, Parasitic::Gliricola, Phototroph::Caryophyllaceae, Phototroph::Ranunculales, Phototroph::Salicaceae"
"800";"expert";"family";"A+";"H+";"Parasitic::Trypanosomatidae, Fungivorous::Astigmata, Pred4::Chilopode, Parasitic::Anoplophrya, Mammifere, Parasitic::Itersonilia, Phytophage::Aphididae, Pathogen::Aphanomyces, Coprophage::Insect, Saprophage::Diplopode, Parasitic::Aphidius, Phototroph::Asteraceae, Phototroph::Polygonaceae, Phototroph::Taxaceae";"Non.selective::Nematode, Non.selective::Uropoda, Saprotroph::Chytridium, Parasitic::Phoma, Parasitic::Protomyces, Parasitic::Synchytrium, Phytophage::Elateridae, ACM::Glomeromyc, Phytophage::Noctua, Phototroph::Caryophyllaceae, Phototroph::Ranunculales, Phototroph::Salicaceae"
"801";"expert";"family";"B-";"A-";"Fungivorous::Insect, Saprotroph::Chytridium, Parasitic::Thripinae";"Parasitic::Monocystis, Parasitic::Rhizoctonia_s, Pred4::Carabidae"
"802";"expert";"family";"B-";"A+";"Non.selective::Nematode, Fungivorous::Insect, Saprotroph::Chytridium, Parasitic::Thripinae, Parasitic::Leptosphaeria, Parasitic::Entyloma, Phototroph::Ranunculales, Phototroph::Salicaceae, Phototroph::Urticaceae";"Parasitic::Cystobasidium, Pred4::Chilopode, Parasitic::Anoplophrya, Parasitic::Rhizoctonia_s, Coprophage::Insect, Parasitic::Aphidius, Phototroph::Taxaceae"
"803";"expert";"family";"B-";"B-";"";""
"804";"expert";"family";"B-";"B+";"Fungivorous::Insect, Saprotroph::Chytridium, Phytophage::Barynotus, Phototroph::Apiaceae, Phototroph::Urticaceae";"Parasitic::Monocystis, Parasitic::Rhizoctonia_s, ACM::Glomeromyc, Pred4::Carabidae, Phototroph::Caryophyllaceae"
"805";"expert";"family";"B-";"C-";"Fungivorous::Astigmata, Fungivorous::Insect, Saprotroph::Chytridium, Parasitic::Thripinae, Phytophage::Aphididae, Parasitic::Leptosphaeria, Phytophage::Barynotus, Parasitic::Entyloma, Phototroph::Apiaceae, Phototroph::Ranunculales";"Non.selective::Forficulidae, Pred4::Robertus, Phytophage::Elateridae, Parasitic::Rhizoctonia_s, ACM::Glomeromyc, Pred4::Carabidae, Phototroph::Caryophyllaceae, Phototroph::Fagales, Phototroph::Taxaceae"
